,embedding,model
78,"[29.83712784639155, 33.48657856220707]",0
79,"[30.459556359935437, 32.65308145455008]",0
80,"[29.705353289205956, 20.041988743914803]",0
81,"[29.63317476735818, 19.957618769177973]",0
82,"[29.679367938465894, 20.40099406258798]",0
83,"[10.2627349815535, -0.8132892947776423]",0
84,"[24.696406147927277, 10.064499779882212]",0
85,"[7.984077746028672, -3.3802908929451596]",0
86,"[25.274484692451896, 10.25977585788761]",0
87,"[-16.85827422934492, -26.24886698014315]",0
88,"[9.052132448111571, -3.0488817826510926]",0
89,"[-15.307513935616438, -0.41077126764306787]",0
90,"[3.780917733370132, -1.1498263834914402]",0
91,"[4.451428858426434, 1.7509772974828124]",0
92,"[3.6475809404140103, 2.6822831275470485]",0
93,"[17.03352584816051, 28.625535868069917]",0
94,"[-14.613318401977162, 42.07348765932198]",0
95,"[13.974011256608518, -5.367083856283834]",0
96,"[-13.08201481589146, -30.017959528658615]",0
97,"[-16.7793545808333, 29.158163394154574]",0
98,"[-4.078372468365682, -35.45541832976328]",0
99,"[-1.067223852773604, -41.778427487113966]",0
100,"[6.159275214988771, -40.06162383704284]",0
101,"[-19.201336864995568, 8.275329148472828]",0
102,"[-18.695185100859877, 10.380497259339885]",0
103,"[18.391103890311083, 31.14068791183951]",0
104,"[-21.22225187380979, -22.593081204070025]",0
105,"[16.57930419515438, 33.91835921008355]",0
106,"[-20.002364569069105, -22.090346413637743]",0
107,"[2.742388280794127, -37.813717583617894]",0
108,"[14.077291523480833, -30.825094145780408]",0
109,"[-27.49268583334523, 27.056246797748845]",0
110,"[15.099285218157243, -37.22296609527424]",0
111,"[-25.49633214912624, 24.709957281409828]",0
112,"[22.25337849061971, 4.562470519479605]",0
113,"[17.447062931374276, 31.11824122185882]",0
114,"[-22.645810871795753, -24.762849783273946]",0
115,"[14.494736128919063, -38.315520439447575]",0
116,"[-26.72074189094628, 25.53212048426305]",0
117,"[5.2225028806318825, -40.38739729707373]",0
118,"[6.011861026850709, 8.116710342657003]",0
119,"[-25.106491985509287, 24.600875746451514]",0
120,"[10.859559843876337, -37.01119648933537]",0
121,"[16.540293389486653, 16.07678463494623]",0
122,"[-30.005161060080027, -7.208376614982534]",0
123,"[15.960583293184365, -38.9486307966917]",0
124,"[-26.92958546800433, 26.068546516107133]",0
125,"[-3.135558808409265, -41.46275474953687]",0
126,"[22.17171434581081, 4.490762022793648]",0
127,"[17.83388062300883, 29.692829265534296]",0
128,"[-11.034946893001244, 23.263755323027006]",0
129,"[-2.7846110039264236, -40.5312874619783]",0
130,"[31.757016104715483, 24.51054600715488]",0
131,"[-3.34069798963604, -36.612114805061765]",0
132,"[23.728401491979106, -24.749939262739545]",0
133,"[7.018911846784501, 7.970840096520693]",0
134,"[-10.755173648547043, 25.679071106416366]",0
135,"[5.020126366418329, -38.813308174523186]",0
136,"[15.933670029962464, -37.37622976263171]",0
137,"[-11.43853274793744, 26.483423603268395]",0
138,"[3.9953217205610327, -38.9202807145612]",0
139,"[8.905731062175139, -38.55526759640556]",0
140,"[-15.125704301161036, 29.675512419146177]",0
141,"[-3.7124604210637586, -40.1428995084538]",0
142,"[-1.9335805866872655, -34.947100503404656]",0
143,"[12.608341002026961, -8.921596656214504]",0
144,"[14.662406716502625, 32.20082986014145]",0
145,"[-25.634343726652876, -20.72538360532004]",0
146,"[1.1546489600189451, 1.9321398813318946]",0
147,"[25.784525486357328, 17.799695781951737]",0
148,"[-23.13498624269319, 24.002775296926494]",0
149,"[15.291636294704832, 34.641875525946624]",0
150,"[36.62224524624424, 7.659002090912062]",0
151,"[35.7687368115141, 7.095139472972773]",0
152,"[35.744326294005205, 7.670601711431668]",0
153,"[36.73939736443198, 10.726530027272414]",0
154,"[32.08436107927331, 29.417047240410703]",0
155,"[31.28677264579617, 30.455679235898423]",0
156,"[28.473100992583248, 31.943013456747252]",0
157,"[28.47931467560718, 32.90477556698001]",0
158,"[28.21434380403375, 32.71343847743788]",0
159,"[28.016606858983934, 32.32399640462688]",0
160,"[28.12859921252344, 31.957440519227887]",0
161,"[24.525557865731145, 20.309848992919513]",0
162,"[25.283392785306894, 29.789151287619724]",0
163,"[37.406732781903095, 10.689819635124218]",0
164,"[24.51048134294704, -5.194659750957953]",0
165,"[-2.41356785344912, 16.254435894055316]",0
166,"[13.964909521539475, -5.063815367824076]",0
167,"[9.394084440345555, -2.609217600168615]",0
168,"[2.920424570858293, -20.017994502069136]",0
169,"[21.431253186539923, 21.0172007181728]",0
170,"[-17.370501941937164, 0.7243438060243638]",0
171,"[-15.298164143248096, -5.3471372017436085]",0
172,"[4.363969356671037, 1.8498258263884313]",0
173,"[5.210005862247107, 24.027281806937598]",0
174,"[-14.248091943775938, 42.438407812093665]",0
175,"[-13.817675566491333, -8.223494792284228]",0
176,"[13.481663467090925, -7.899454002921956]",0
177,"[-0.5525388400134309, -40.320287088121376]",0
178,"[-17.068904393188294, 26.083038405137266]",0
179,"[-11.145416626625103, 40.317666245551166]",0
180,"[-2.5728751309200133, -33.54558497211164]",0
181,"[-3.594588310823239, -40.79507922006438]",0
182,"[7.721116125443901, 4.65856849150015]",0
183,"[-19.08649927551116, 9.724875566789363]",0
184,"[-31.224762934492766, 34.05682898443834]",0
185,"[18.6283854171439, 31.5085092712512]",0
186,"[-20.834475942435372, -23.062922363640077]",0
187,"[0.9281502348571025, 1.4483449618605932]",0
188,"[15.410712642208571, 31.593027950352212]",0
189,"[-19.384831693253638, -22.52605119386085]",0
190,"[21.33363945296695, -9.343682094516392]",0
191,"[-24.848618248829208, 26.035693549967917]",0
192,"[14.886807575759988, -30.32994486682163]",0
193,"[-23.31145882125878, 24.571279999007945]",0
194,"[3.3083474018458876, -42.035905760423105]",0
195,"[5.2566256669183185, -39.836118824094086]",0
196,"[13.21245416677421, -29.985073188117035]",0
197,"[14.878551012890258, 32.00139543656152]",0
198,"[-21.23924588638265, -23.43822282269]",0
199,"[18.075401072530365, 7.1000384137678125]",0
200,"[-27.866287765889396, -2.9228651817586657]",0
201,"[20.057047725159823, 2.653909973648093]",0
202,"[17.613337762064898, 27.425045019161807]",0
203,"[-23.021783433340524, 26.39702501681865]",0
204,"[18.37000486472581, -10.562449635025724]",0
205,"[-30.827335655647406, -0.40304103293588456]",0
206,"[6.383321356927339, -32.54650808671891]",0
207,"[-2.588939518828818, -22.59991970297851]",0
208,"[-6.273982481675436, -39.25589669468954]",0
209,"[5.89525344623078, -36.861852992611844]",0
210,"[11.723325185943178, -10.823553495497892]",0
211,"[7.654279189085317, -5.220428317582462]",0
212,"[-18.88896342836448, 27.526879327555502]",0
213,"[-3.1060179455246004, -40.1389392952157]",0
214,"[-25.949825980069892, 30.947194281418646]",0
215,"[14.166429836338429, -8.529249570327785]",0
216,"[-24.63979364057574, 23.82592272426217]",0
217,"[-16.008822754057437, 29.00994434228841]",0
218,"[0.8606174737407983, -41.415343054411814]",0
219,"[22.848033653957458, -24.29727990425733]",0
220,"[16.292884240582534, 30.092456256772543]",0
221,"[20.483349439250915, 18.393380268431194]",0
222,"[-9.733005294364247, 27.765075593319743]",0
223,"[35.3554211502287, -22.135081298080134]",0
224,"[-10.419203095793087, 24.2323199599028]",0
225,"[3.364975541907391, -38.40668491866158]",0
226,"[18.180933394110895, -30.743680506324885]",0
227,"[-5.605576454993299, 25.44980530037967]",0
228,"[30.415408597307717, 13.324895093036512]",0
229,"[-14.420442879202335, -8.962844141160149]",0
230,"[27.276877790670643, 18.060438696400567]",0
231,"[-5.013044754348119, -35.71678255488154]",0
232,"[31.66092503649454, 10.404238830565637]",0
233,"[27.133461561638402, 20.51682614107744]",0
234,"[6.5769801814195725, -33.33558071854434]",0
235,"[34.671348664168185, 10.512369419411248]",0
236,"[36.68082616160643, 8.033707670107617]",0
237,"[36.16403262963963, 8.338590537834062]",0
238,"[37.08695161750703, 10.395921418167905]",0
239,"[36.83341333047224, 11.640642815944252]",0
240,"[31.82187465526795, 29.425035537398916]",0
241,"[27.82543556586445, 30.155108961371603]",0
242,"[27.6433735260189, 30.825260131509374]",0
243,"[27.538554436691847, 31.221294687997165]",0
244,"[27.531784902605775, 31.11405470514598]",0
245,"[27.99583702879573, 30.976054230133478]",0
246,"[30.871807345746372, 24.268779935587375]",0
247,"[25.426352685135566, 30.094554751376343]",0
248,"[36.56860160552906, 11.482133954460927]",0
249,"[15.723188655783204, -3.6549542663906456]",0
250,"[-1.9979017537506545, 16.22795496147465]",0
251,"[8.485430658896464, -1.9712319910985208]",0
252,"[25.65349461112816, 17.166069944506305]",0
253,"[-15.146343046969266, -10.991930255817405]",0
254,"[7.446255593166112, -3.3086399791384995]",0
255,"[24.95560190819111, 11.532897869851155]",0
256,"[23.557873928490512, 6.381958563174314]",0
257,"[2.2636583866096704, -19.457182869198295]",0
258,"[-9.806817211343828, -8.337842111087058]",0
259,"[-10.024129301385784, -8.553519281155328]",0
260,"[-12.476902277714803, -6.709086871329477]",0
261,"[6.881377531250669, 3.6988454465463025]",0
262,"[-31.02561427973305, -30.38700478706264]",0
263,"[34.567460014474676, 19.03110911800653]",0
264,"[0.5368275101033075, -39.46866542204658]",0
265,"[17.473475134639845, -9.96772474577845]",0
266,"[29.27191849603926, -2.3399607131933764]",0
267,"[21.724933251019895, 21.040027421805473]",0
268,"[22.44061316801511, 20.504354488031545]",0
269,"[22.24967660406218, 20.475852600376165]",0
270,"[-23.282225012263208, 23.372891172250835]",0
271,"[-20.75501876886963, 31.954142935049475]",0
272,"[-20.135947777442453, 32.1947822927912]",0
273,"[-20.512899491267284, 31.875868876922976]",0
274,"[-22.7361596960836, -20.68905208797566]",0
275,"[-0.2248842782974254, -2.351654320268711]",0
276,"[23.41585043143422, -6.990186809270744]",0
277,"[17.48073213048983, -8.696768883152474]",0
278,"[23.046425263024926, 3.357736877727168]",0
279,"[-22.54657198443168, -5.6793918747759164]",0
280,"[-10.92010559559633, -8.12404172747516]",0
281,"[5.356221905663458, 8.265787573458121]",0
282,"[3.3806619866433394, -21.23284139196695]",0
283,"[3.7900134391861813, 9.811665522093897]",0
284,"[3.6639123920422656, 8.026548381037477]",0
285,"[14.200713208145403, -38.45065150380094]",0
286,"[-17.526826428047055, 36.362842576747184]",0
287,"[-2.937996284064271, -32.28624115929644]",0
288,"[-2.664184826997436, -32.19405257613966]",0
289,"[4.353004324989763, -37.97248890846435]",0
290,"[-0.47246280133578866, -29.509996462541004]",0
291,"[34.26499401912491, -16.43346299364594]",0
292,"[29.434155605878477, -12.971039249424898]",0
293,"[5.531599436307818, 2.7749968761279686]",0
294,"[3.779019106031383, 3.1357143214116032]",0
295,"[-11.665828391931583, 33.05517844194798]",0
296,"[-25.089558353961607, -16.07893770381078]",0
297,"[5.933108361066972, 1.94550901344522]",0
298,"[-11.85573580740475, 32.90008623303934]",0
299,"[8.88738226487205, -36.611727125205775]",0
300,"[-27.344412893856063, 30.49006919591547]",0
301,"[14.105571332341059, -7.981810825108188]",0
302,"[-24.558026655357658, 23.97393815093898]",0
303,"[0.7958573729902725, -40.7914783997825]",0
304,"[17.132866296314408, -29.671726725973453]",0
305,"[-19.246076177062932, 25.628503373658617]",0
306,"[16.155468196159696, -37.21020015307552]",0
307,"[-11.291086742109938, 27.99146693468149]",0
308,"[-22.00852673310217, -31.467881599077653]",0
309,"[9.508499148097442, -7.041330022530708]",0
310,"[-12.688682741750252, 31.459495011030388]",0
311,"[-25.135503096001905, -24.057296778653335]",0
312,"[19.050401355183425, -29.427378651020934]",0
313,"[-10.27227932687763, 28.87729802746731]",0
314,"[4.3064788209678895, -39.06843413357042]",0
315,"[18.16898219822051, -30.895434797798217]",0
316,"[-19.47520408224207, 25.38755861322022]",0
317,"[9.22787885987653, -7.075206707081122]",0
318,"[-10.868348812826849, 27.799120211047896]",0
319,"[8.484807522159743, -36.420810914921205]",0
320,"[-15.56685411345213, 5.057070013208585]",0
321,"[14.704311322610176, -34.31215173896711]",0
322,"[-9.85652928576202, 31.045723647726906]",0
323,"[-5.95640859959124, 32.91432829190338]",0
324,"[-3.4813831279384386, 39.456155608236166]",0
325,"[33.6187853174031, 8.007765706943534]",0
326,"[33.73836077761102, 7.580486926276562]",0
327,"[33.91105593457933, 7.8582224266781]",0
328,"[36.51276689618318, 11.217520220974652]",0
329,"[32.16619364791257, 29.16427860722372]",0
330,"[32.06150850586267, 29.04147260581517]",0
331,"[29.41875820210211, 29.35181871594086]",0
332,"[27.627428020581863, 29.5139266047552]",0
333,"[27.284736145505175, 29.327070850471674]",0
334,"[27.301559470744383, 29.231411685443916]",0
335,"[27.880842054361853, 28.94197719696963]",0
336,"[25.364391898536244, 16.114147401563137]",0
337,"[35.89841524810665, 13.275117873524646]",0
338,"[27.242476381751242, 25.64905613595985]",0
339,"[9.933535549937975, -0.208216265033833]",0
340,"[-1.9470397911830142, 16.013380252477468]",0
341,"[8.73208109868319, -2.832406157532409]",0
342,"[32.98038253954795, 12.999107216402512]",0
343,"[3.4311752944873435, -19.96859333446188]",0
344,"[18.12809728243808, 30.600183722172474]",0
345,"[-17.536755851681107, -9.211710981261962]",0
346,"[-13.094602963800643, -4.232560301007806]",0
347,"[26.79913810212502, 16.018901549073433]",0
348,"[7.070553239182914, -2.873044864688566]",0
349,"[5.208694490055411, 23.8718607916163]",0
350,"[-14.80011063861473, 41.44079779036715]",0
351,"[-28.62312397804232, 32.977336313428616]",0
352,"[-25.48281838308311, -25.984522537174108]",0
353,"[-7.320982334852605, -33.18211701599724]",0
354,"[-19.560338805866895, -23.81182042504949]",0
355,"[-3.1247078828712898, -40.904329837437515]",0
356,"[1.730197905396986, -41.394157854071246]",0
357,"[1.5295286841180131, -40.99146551904]",0
358,"[4.641393086196123, -38.87448340301614]",0
359,"[17.049140723140333, 27.31960638152704]",0
360,"[16.808727549852176, 29.56725080688968]",0
361,"[8.33412999054561, 1.9777599636029084]",0
362,"[6.357344468688727, 10.603331405220908]",0
363,"[-25.350846494185586, 31.668608257909607]",0
364,"[-25.672900247915234, -23.833648545184133]",0
365,"[-23.907438631468064, 26.147513837745016]",0
366,"[-23.011494333082318, 26.637138245625774]",0
367,"[-3.2746781196415835, -35.19716005296188]",0
368,"[12.59360720364505, -37.85274681767651]",0
369,"[17.437052033415213, 30.58603585697494]",0
370,"[-2.0596717037896117, -38.23107694338382]",0
371,"[23.132957939269303, 5.579029825319164]",0
372,"[-17.726528122659754, 0.66285442857469]",0
373,"[-9.536763726330296, -8.310444382131152]",0
374,"[10.84991038521894, -3.254750207570068]",0
375,"[0.7249890219338065, -1.1908429475891227]",0
376,"[6.898583825636858, -30.515192079554254]",0
377,"[-36.91493107615348, -10.86683664252827]",0
378,"[-4.845336481052106, 25.13476453419515]",0
379,"[-2.5918931649115415, -31.536355339986827]",0
380,"[9.360818292787505, -24.20739792224557]",0
381,"[6.736374787555289, 27.915011856137536]",0
382,"[-12.300551666796245, 24.548491751000196]",0
383,"[35.5547663006118, -11.917478449755022]",0
384,"[-16.65211432541967, -29.388269058943152]",0
385,"[19.945551062889592, -9.622441266782335]",0
386,"[-20.969897451938174, -23.977253426170794]",0
387,"[28.025728240934967, 16.36392076715092]",0
388,"[-4.623591809657729, -36.066488666374006]",0
389,"[13.914357875772588, -30.739529166843113]",0
390,"[-21.540959551468934, 31.757301592040037]",0
391,"[18.984867532845712, -29.496973007010542]",0
392,"[-17.93717793146678, 28.644315932941165]",0
393,"[1.672610987974428, -39.391511227317096]",0
394,"[17.08647320509232, -29.52718030814146]",0
395,"[3.870389956035836, 1.7768057849696561]",0
396,"[20.254824616728886, -0.2843435379395912]",0
397,"[-13.88229904458233, -29.724817556459623]",0
398,"[27.350985631045038, 18.003530575156827]",0
399,"[-2.0216814119389626, -36.24002094892573]",0
400,"[14.66929102242157, -34.011133639618386]",0
401,"[-19.132176848609035, 27.51772585893677]",0
402,"[19.12843258542082, -36.56482524398074]",0
403,"[-18.60731418284921, 37.834877131653975]",0
404,"[8.536236899478729, 2.997918042375453]",0
405,"[22.197558775858674, 17.174346639234013]",0
406,"[-8.365390873817603, 31.491727075879894]",0
407,"[-6.1577624194215455, -33.80649801579277]",0
408,"[34.616420710715, 6.9718212851046575]",0
409,"[-18.571845634722266, -18.253021329955182]",0
410,"[-12.90507546805705, 31.470883495277455]",0
411,"[-17.151305001769867, -19.3254357804672]",0
412,"[26.586483593627353, 26.62556007207223]",0
413,"[28.46959617279909, 27.54004505248163]",0
414,"[35.23089581579604, 10.836382741726652]",0
415,"[28.685725400289964, 32.335760481926286]",0
416,"[30.929104514002248, 32.437136645603104]",0
417,"[13.713014225196625, 19.200588597797637]",0
418,"[13.863373974948773, 19.89612818499746]",0
419,"[37.356309823924974, 12.438998084348427]",0
420,"[36.76564602719412, 11.997329348466899]",0
421,"[30.886864016376542, 31.47158227003952]",0
422,"[30.389544469131195, 33.10374751854744]",0
423,"[30.165738198129155, 32.77710235669049]",0
424,"[29.704804044856374, 32.55971965596488]",0
425,"[29.187756845730604, 32.05227746792895]",0
426,"[29.757966537270942, 31.44150333717836]",0
427,"[27.22037942389518, 31.612271032326458]",0
428,"[26.532999156930536, 31.129324575851108]",0
429,"[30.793126166559677, 31.068255290885926]",0
430,"[34.809885145254036, 13.111081001582003]",0
431,"[36.90394637478875, 12.70023785167784]",0
432,"[37.85527623071465, 12.665752824741157]",0
433,"[37.88826944825209, 12.303753945497357]",0
434,"[38.88726167289022, 12.23331109637881]",0
435,"[39.08423720977825, 12.218787463642812]",0
436,"[36.77049491994778, 13.332779921727976]",0
437,"[33.70194825141879, 23.958734238096202]",0
438,"[32.59708954214332, 24.401306199094105]",0
439,"[34.35531114131685, 24.032996432281372]",0
440,"[31.539135996344665, 24.657534427312633]",0
441,"[35.21288372859955, 23.738107466439047]",0
442,"[27.77498276354566, 25.335096492455218]",0
443,"[35.21610606970962, 23.484286613335907]",0
444,"[26.87929165560009, 25.384463429051205]",0
445,"[35.22598396160587, 23.517011807357747]",0
446,"[27.082572249387994, 25.101726301174363]",0
447,"[35.343699909388675, 23.587267525939875]",0
448,"[28.553373782536344, 24.400416276575193]",0
449,"[36.02537055035972, 24.25210988613658]",0
450,"[29.441714251891018, 23.906213654749543]",0
451,"[35.496285448169225, 24.788964545075153]",0
452,"[29.661281036857073, 23.441414689533897]",0
453,"[30.419631836247838, 23.0643526615809]",0
454,"[29.554260980048813, 22.838405296257328]",0
455,"[27.338359738490986, -1.7753688408486938]",0
456,"[22.575290578829083, 1.9911129614105145]",0
457,"[38.49666344302714, 18.639953985529985]",0
458,"[14.020525251305285, -7.214615657904949]",0
459,"[21.70095440068641, 1.0935517035078044]",0
460,"[38.10544990483502, 21.16159955929231]",0
461,"[24.898340765842445, -17.862180238780876]",0
462,"[37.99624171151883, 21.216554772545567]",0
463,"[24.534766846303587, -16.804832205384653]",0
464,"[24.49417376622795, -16.527098159409892]",0
465,"[20.37481536341443, -28.88146004003909]",0
466,"[7.328765276871509, 9.073867894456667]",0
467,"[15.44652635827298, -35.0073834365433]",0
468,"[14.344093736641547, -8.720818946177532]",0
469,"[14.121864828695367, -36.84625736301016]",0
470,"[25.32830537537485, 20.01814361911966]",0
471,"[24.11588774262377, 20.667862558445062]",0
472,"[23.992288237216588, 20.764034257267184]",0
473,"[15.916833810059646, 15.664850333798135]",0
474,"[10.952982946240141, 3.211507295570403]",0
475,"[19.91443207939182, 18.52536116170731]",0
476,"[25.337624765342795, 25.149047377710872]",0
477,"[23.92402766076243, 22.57998446396318]",0
478,"[23.476384957097615, 21.82002956976956]",0
479,"[22.3067594145825, 19.819585424808345]",0
480,"[28.91258791656885, 19.86350051963976]",0
481,"[23.625958030757793, 18.070895187216276]",0
482,"[22.5189670258883, 19.94188925600403]",0
483,"[36.31808135685472, 21.82649772233685]",0
484,"[32.091132387970525, 6.525658582144042]",0
485,"[22.62214074581511, 19.94500653954083]",0
486,"[13.386093093091526, 18.27373954203037]",0
487,"[40.362968027828714, 1.106732976446428]",0
488,"[-31.306931237187886, 20.897100401554074]",0
489,"[14.932413049631569, 18.891531658187294]",0
490,"[28.304773952292468, 9.398546179785585]",0
491,"[26.46476048634917, 9.505051990393381]",0
492,"[-6.502137652199635, 24.51689321657715]",0
493,"[12.904640935295147, 19.539874874035508]",0
494,"[-14.448410114032606, 27.85723194628987]",0
495,"[-4.103612055716788, 17.76648650147414]",0
496,"[-5.454922039273497, 25.478748086267363]",0
497,"[-5.1214648122767, 25.705943742563548]",0
498,"[-7.768037860828614, 24.037228755785353]",0
499,"[-11.930158058041332, 41.73380071094288]",0
500,"[-2.240334484425674, 17.729761846630783]",1
501,"[1.4380257606640692, -27.38907133218043]",1
502,"[20.400851259574974, -23.356905713616836]",1
503,"[36.8774126095284, -14.092142879150348]",1
504,"[-2.9212233124804166, -30.254843635244736]",1
505,"[37.15836569235612, -10.254741816102015]",1
506,"[-7.212722093231844, -34.10575709645638]",1
507,"[31.770059182357123, 5.288574226141609]",1
508,"[35.196345298483756, 4.579404675645544]",1
509,"[-8.782988647937032, 31.130893151719448]",1
510,"[-20.560531261838005, -6.9202114264556105]",1
511,"[2.0245844912550988, -25.437171083896512]",1
512,"[18.04405624848539, 7.068811827010427]",1
513,"[-6.716861723061199, 15.63940063866794]",1
514,"[-2.575648665042947, -33.13095642179675]",1
515,"[-2.177341398086484, -10.651938198916486]",1
516,"[-8.419184644897255, -24.08592930667725]",1
517,"[6.5418282253200495, -28.847358994016066]",1
518,"[-12.824645236480494, -28.10816431294517]",1
519,"[-9.121370310444757, -24.843274266175055]",1
520,"[-25.68434498010102, 21.60663095613372]",1
521,"[3.729903620070875, -19.431345887480155]",1
522,"[-10.673832212374574, 9.06192032612441]",1
523,"[-30.681465630026054, -0.5303879578263656]",1
524,"[-26.68677961077241, 26.012208575422974]",1
525,"[-25.422232601236928, 8.302868302297298]",1
526,"[4.184806924988376, -19.808318522209454]",1
527,"[-7.824969491386771, 19.140406367656936]",1
528,"[-4.368625184544792, -34.02099706772271]",1
529,"[-11.695638317354748, -6.835908582006751]",1
530,"[-12.395574071774746, 19.852363159675505]",1
531,"[-32.36631395990962, -7.806559182920693]",1
532,"[-34.764497627246094, 0.29800141075238096]",1
533,"[-29.25358615501705, 4.956180136387298]",1
534,"[-21.296996367094387, 2.366677218335049]",1
535,"[11.516093653153675, -9.487127899745817]",1
536,"[-17.11342320606829, -10.776057244688518]",1
537,"[-1.0572477070880697, -13.659672898277014]",1
538,"[-7.694244848160406, -8.058329125364512]",1
539,"[-29.80634589478214, 4.028996362003668]",1
540,"[-25.679035507130944, 2.322417012110021]",1
541,"[-3.7915107896276528, 10.542737348730704]",1
542,"[-26.77564394228253, 29.916740913693786]",1
543,"[-29.654638030832775, -12.286851650521728]",1
544,"[-12.578166968859378, -7.173712623427394]",1
545,"[-14.369414592708221, -6.572417575842465]",1
546,"[-29.990720654048886, -7.266120258207594]",1
547,"[-30.70404128670146, -7.1199483910260914]",1
548,"[-26.680570253921807, 10.980420205221368]",1
549,"[-27.147860178044535, 5.724763700246674]",1
550,"[-26.012344832938595, 11.382236845689855]",1
551,"[-25.857666183552965, 8.921552959393216]",1
552,"[-25.94312523786222, 9.073718428133175]",1
553,"[-26.294410343428776, 9.280300612449135]",1
554,"[-29.55268546300879, 24.36107959535265]",1
555,"[-14.058596375708792, 27.584798312098194]",1
556,"[-31.01095341332679, 23.8197953487475]",1
557,"[9.361258524657906, 24.33076373207871]",1
558,"[10.277133470005781, 24.381202553640033]",1
559,"[7.053073262117056, 32.80082163388074]",1
560,"[7.873053274916117, 33.16699215392409]",1
561,"[37.73530674572027, 25.13546207382065]",1
562,"[37.57008817300676, 24.932949874563498]",1
563,"[37.62026360354369, 24.14011673887931]",1
564,"[29.52087998565894, -2.2747810162600635]",1
565,"[9.403754538127258, 12.772616602700184]",1
566,"[5.566749893029678, 9.754152130323726]",1
567,"[-19.011764071512623, 7.58090218199566]",1
568,"[4.108624306085842, 23.116588413187436]",1
569,"[-25.6616624176556, -13.256089076987193]",1
