,embedding,model
565,"[25.76066547580593, -22.648059828334777]",1
566,"[40.37651356771079, 7.847179484170382]",1
567,"[-9.116527799005313, 18.484612434085257]",1
568,"[20.9617580822701, -25.343197353151663]",1
569,"[16.612283627739114, -34.96664657110972]",1
570,"[8.435076813640224, 40.095597994545834]",1
571,"[-4.5721874277060435, 36.32261404046553]",1
572,"[-10.758318851305878, 37.84798562543607]",1
573,"[-7.893151790352553, 20.774499512838375]",1
574,"[15.28651463982989, -30.228567492675545]",1
575,"[0.8457372974696588, -17.37992397933241]",1
576,"[-11.258210893574805, -15.400803297673988]",1
577,"[25.469303503986104, -30.012038393368826]",1
578,"[9.256128243245572, -15.14212986098332]",1
579,"[30.179227948596253, -19.953345873755236]",1
580,"[8.417519467755941, 15.455213925405541]",1
581,"[9.47897759128108, -5.2963646425561555]",1
582,"[-3.652321264027398, -19.638628653504114]",1
583,"[11.481872294753643, -34.837525148049195]",1
584,"[13.204403662763868, -36.103051659578114]",1
585,"[8.66944458276418, 13.958034670320279]",1
586,"[8.497278892898938, -12.780932723638857]",1
587,"[-23.878792504727063, -24.21727356889775]",1
588,"[22.366752083859794, 9.760524837022325]",1
589,"[-24.093684398715347, -24.44536776955445]",1
590,"[2.1995255480276805, -35.03383956423726]",1
591,"[2.3313448008006135, -35.1792699168429]",1
592,"[36.110702949547814, -27.019319455188725]",1
593,"[13.124109281026081, -35.56002847281141]",1
594,"[-8.525457832656485, 11.43327868001391]",1
595,"[-24.531646470208916, -9.906280508288361]",1
596,"[-6.294376350906418, -22.340485678119155]",1
597,"[15.091444374715184, -33.54119050324476]",1
598,"[-18.36665506767807, -5.10666210939707]",1
599,"[13.202245712849686, -35.48352256364702]",1
600,"[-16.964330452574035, -8.796901498043217]",1
601,"[19.440150100358576, -29.89197789974278]",1
602,"[-8.592750481558618, 11.167173987259254]",1
603,"[-18.000014163888416, -10.849913042843403]",1
604,"[17.53020223654227, -17.121096041175765]",1
605,"[-24.30846125187475, -24.274628838827738]",1
606,"[1.4094164781632397, -33.21354144211745]",1
607,"[-4.531282105548663, -18.581681358618066]",1
608,"[10.64681720422242, -18.37061208570038]",1
609,"[-9.38546943385769, -49.5767714752192]",1
610,"[-0.06744569236113376, -38.054245817653424]",1
611,"[13.737084288910632, -30.44905915031243]",1
612,"[-6.320188297067697, -22.240154335830166]",1
613,"[14.08983935396077, -32.88925348499672]",1
614,"[-9.256282019758462, -17.195553366792755]",1
615,"[12.48738431206092, -34.28040414207485]",1
616,"[-16.77001389071852, -10.050709128612674]",1
617,"[14.573020841755142, -33.76319777578963]",1
618,"[-17.348394355493372, -9.856646746699075]",1
619,"[13.83826274280152, -31.291785927088423]",1
620,"[-17.44590517250284, -10.604029046184255]",1
621,"[12.130228764780746, -32.369344385571914]",1
622,"[-6.092848289813289, -19.77566186415334]",1
623,"[14.998596311790738, -31.679469788861127]",1
624,"[35.7912501565204, 2.6791940563702075]",1
625,"[13.507616671467984, -30.587506543855966]",1
626,"[-0.6898481345380457, -36.386480667687515]",1
627,"[12.421248824952535, -34.01382617329615]",1
628,"[-17.281850739250682, -10.688138664709376]",1
629,"[14.170691321957225, -30.44017042224144]",1
630,"[-10.831137835538167, -17.847484928052438]",1
631,"[12.98614122589583, -33.29124778664482]",1
632,"[-11.242221216010176, -17.43437875235561]",1
633,"[14.226017135199266, -30.578101926945084]",1
634,"[32.304248109278234, -8.356603002770596]",1
635,"[13.465691657540123, -32.34171293668244]",1
636,"[-11.043298876584673, -17.667174132837594]",1
637,"[17.691962073356315, -17.294630811198775]",1
638,"[-26.962671452774583, -25.14469111138068]",1
639,"[17.33489255129458, -16.023933834471688]",1
640,"[-37.15188428769479, -2.126333131616696]",1
641,"[20.558555831639804, -18.082541814468563]",1
642,"[6.553577787194014, 0.7685145822602913]",1
643,"[-4.698509080521894, -30.448543611960286]",1
644,"[20.78439925187403, -18.100003266797962]",1
645,"[-24.548807150697755, -22.129696338732494]",1
646,"[-19.29806811812413, -10.035339736579441]",1
647,"[22.79721470166817, -29.37234515334109]",1
648,"[7.413423699365875, -15.52129948292839]",1
649,"[46.47254645349471, 11.829275433418443]",1
650,"[24.655225862740906, -28.704685615533045]",1
651,"[7.477981141717186, -12.93810379670529]",1
652,"[16.72953181408307, -33.93470493947755]",1
653,"[5.44949437151088, -12.93325450637982]",1
654,"[22.613685964721228, -26.957507839746395]",1
655,"[6.041478078853006, -7.8880788488706255]",1
656,"[-20.57396338537662, -25.615536103954227]",1
657,"[5.338209239704474, -6.415597142102142]",1
658,"[18.889216710416484, -16.670400854377924]",1
659,"[-15.653455739909788, -6.154632663605107]",1
660,"[23.06702907374403, -28.83120316715212]",1
661,"[-24.034536899823834, 16.595079072574165]",1
662,"[-7.291819037474623, -16.62019693768493]",1
663,"[25.381605808261167, -29.73538822272648]",1
664,"[-1.5536802009430597, -16.862352495314287]",1
665,"[15.319635853220879, -30.15693035027569]",1
666,"[-12.47226785859546, -6.285016039985954]",1
667,"[4.438252649155574, -34.164115333794335]",1
668,"[-0.02727688583012086, -22.740071414084753]",1
669,"[-10.743831118918614, -17.200437644265183]",1
670,"[18.955550037868196, -30.250974917691693]",1
671,"[-3.384058870084733, -1.5304412085534664]",1
672,"[12.842202225790096, -34.93455562844926]",1
673,"[-16.833167040496207, -9.228870903101752]",1
674,"[16.677339579896778, -14.833666876306294]",1
675,"[-24.979699153138842, 3.6492370588842613]",1
676,"[-5.8279464336375835, -41.037456865330974]",1
677,"[-5.666065227032217, -41.005237550399976]",1
678,"[13.27478933295631, -34.988081086199514]",1
679,"[-16.585128824629603, -9.64499055765248]",1
680,"[13.869675445526475, -34.14524305790461]",1
681,"[-10.145575108898068, -16.849780899009318]",1
682,"[21.348027797515805, -18.706638176393636]",1
683,"[-25.066799357587495, -23.93362808931915]",1
684,"[18.85401920090292, -17.64980169856259]",1
685,"[-36.565112012307445, -1.4646926318183775]",1
686,"[20.015554362057152, -17.379763123578517]",1
687,"[-36.5189877083365, -1.9024065801326466]",1
688,"[18.91236807197616, -16.601694237790525]",1
689,"[-36.70455175715969, -1.9580404958087694]",1
690,"[18.562994452587425, -16.57043753680829]",1
691,"[-36.7084932257548, -1.9704249893945305]",1
692,"[19.559339525236208, -30.33376026070067]",1
693,"[-18.675803427350605, -10.250904797530824]",1
694,"[32.09762855203143, -28.198178856166813]",1
695,"[-5.756351243385705, -39.83863973873493]",1
696,"[-5.979457577176363, -41.6979135014752]",1
697,"[35.381966323436956, -11.373471438537264]",1
698,"[15.725621431214744, -26.647327123428358]",1
699,"[13.155109826699016, -27.755010026845536]",1
700,"[16.45250008678566, -4.485356266841678]",1
701,"[15.697669090814285, -26.263759261472064]",1
702,"[16.457078684028254, -4.335561536899717]",1
703,"[18.47278498681392, -28.281383168739747]",1
704,"[9.378939468765747, 13.436204302894447]",1
705,"[22.434984120198482, -28.452110348051626]",1
706,"[-5.263102565548621, -24.767569816446187]",1
707,"[-9.76571370550658, -49.91730464713792]",1
708,"[3.7289919106188987, -34.2238205304742]",1
709,"[25.965212861699154, -30.06093601207337]",1
710,"[32.63154428770792, -8.980403258892858]",1
711,"[22.972021198742947, -29.07719035599328]",1
712,"[-4.5293548996029145, -25.659874571823295]",1
713,"[-2.8753189787178073, -17.12081928868415]",1
714,"[30.538683856559665, -29.233972970600167]",1
715,"[45.72269905553228, 14.299064209161328]",1
716,"[25.968715268182592, -23.048652534938334]",1
717,"[20.51107584018275, 12.763794006926421]",1
718,"[2.373118291619901, -17.678595288571408]",1
719,"[6.094843548984834, -7.139219439899712]",1
720,"[9.039263365959622, -5.575373583813801]",1
721,"[8.446220962787105, 15.563861657323915]",1
722,"[20.530128818603135, -29.288375098718348]",1
723,"[8.978782707464092, 15.53871996931214]",1
724,"[20.46112502997312, -29.333079464026696]",1
725,"[-8.12165079504787, 20.192860456963356]",1
726,"[10.295566054497433, -11.645028716364283]",1
727,"[-5.742177396270647, -16.19287041726607]",1
728,"[23.26493049169745, -18.966331246233796]",1
729,"[16.942577416119217, -33.76772253438312]",1
730,"[-1.621493525636326, -16.92734685944432]",1
731,"[29.428198322973984, -29.620986540372346]",1
732,"[-4.752740779421819, -17.494528951630983]",1
733,"[22.33576511423998, -28.477370645574236]",1
734,"[-21.984894664939723, -24.914809092535027]",1
735,"[-0.04361150845087077, -17.228623442702393]",1
736,"[20.37088530559418, -22.91746513914825]",1
737,"[25.698064484551068, -29.225126400959535]",1
738,"[19.569662128806392, 16.517457262858056]",1
739,"[-25.54641575062126, 17.147835162264673]",1
740,"[20.368525315514113, 17.756192504316257]",1
741,"[10.069984750196086, 31.065824769986776]",1
742,"[19.0663326092517, -33.34665147157219]",1
743,"[-0.6637321113988829, 40.091266065928615]",1
744,"[-5.665924138121667, 29.288289100231765]",1
745,"[-3.2078705255602493, -13.564599047186027]",1
746,"[4.773549507564157, 33.656304943420494]",1
747,"[-7.503609960091231, 22.289916784762863]",1
748,"[-20.053412495308102, -3.7404547764859726]",1
749,"[19.981036050415078, -29.8006789946522]",1
750,"[-18.394939592241624, -9.9183618529746]",1
751,"[19.736935073282154, -30.58560589085853]",1
752,"[-23.2671924064478, -21.80957421874157]",1
753,"[-22.393629174273435, -20.925660465299178]",1
754,"[-7.965435614247872, -12.675958159455226]",1
755,"[-6.818170445715749, -9.238285899094095]",1
756,"[-2.294634240094549, -28.06277681275708]",1
757,"[-8.03783012367681, -13.21094141503751]",1
758,"[-24.84840734932454, -3.5721895240476873]",1
759,"[-1.5207533859994522, -23.791748183868904]",1
760,"[-2.3809534904815854, -23.934912428576506]",1
761,"[-1.6461826086676985, -24.68843140981163]",1
762,"[-7.190297410485628, -11.06352710087068]",1
763,"[-21.739752296634883, -4.510903863970611]",1
764,"[-2.0710781732511783, -24.231099480600278]",1
765,"[-15.817411612037937, -15.096932580709954]",1
766,"[-1.97654748424473, -24.84961275230918]",1
767,"[-15.086613797563661, -15.303311687537352]",1
768,"[-1.6831446212276988, -25.951496972897942]",1
769,"[-21.789363269387437, -5.150226139941019]",1
770,"[-1.072844551959104, -27.997766668050595]",1
771,"[-15.141555315834488, -15.03210025966715]",1
772,"[-21.236786526673143, -7.5043143194047035]",1
773,"[-2.6947358258089524, -29.885223426564473]",1
774,"[-16.369088409074347, -13.354720932891103]",1
775,"[-21.16100324942328, -7.975188684721009]",1
776,"[-0.9599807679284507, -28.57034847246526]",1
777,"[-21.51179562592911, -5.760034579421102]",1
778,"[14.951738690841948, -16.2481906478703]",1
779,"[-36.69527455409838, -0.17500888877305146]",1
780,"[3.5437583944424573, -26.58947238494773]",1
781,"[-18.77375493955811, -11.05040834424395]",1
782,"[-0.40046402202469666, -29.31549351887309]",1
783,"[-18.215454130761035, -9.596958679887598]",1
784,"[11.892754332569902, -34.158429073327184]",1
785,"[-19.86519777104956, -5.03688097766563]",1
786,"[-5.372971684078312, -39.927746775216754]",1
787,"[0.8599304389059466, -31.014577319782532]",1
788,"[34.10767714576246, 2.477048948659369]",1
789,"[-24.851608067141534, -3.606652844306934]",1
790,"[-13.895001471311812, -25.228397467737544]",1
791,"[22.50455067353788, -17.93293779410832]",1
792,"[-31.59288154189694, -8.06288220749564]",1
793,"[-9.223365245942448, -33.295487282086604]",1
794,"[10.63773215557597, -18.395765318121057]",1
795,"[-8.676987310220637, -34.17812604941767]",1
796,"[10.853542311295696, -17.92722258149963]",1
797,"[-4.611395264994881, -44.264724001990224]",1
798,"[-0.5272025288171857, -38.32735959440301]",1
799,"[-9.4917032887521, -49.01864244500036]",1
800,"[-17.80972756780436, -17.34334126943967]",1
801,"[-4.281338454364681, -47.89724109892834]",1
802,"[-4.068288780261071, -41.28241818955427]",1
803,"[-2.9842292814459297, -39.968263310503666]",1
804,"[-2.446440546055197, -40.38753798905247]",1
805,"[-2.55847764911941, -42.043252984096526]",1
806,"[-3.499361476640285, -43.32131494593245]",1
807,"[-4.2538612256237505, -43.90181004610129]",1
808,"[-3.87389559868417, -43.77131488744787]",1
809,"[-4.178677453991046, -44.703940272382816]",1
810,"[-4.382696292272978, -44.694903139196214]",1
811,"[-4.325830303452192, -45.68100467121164]",1
812,"[-3.537576496453813, -46.76982508266138]",1
813,"[-3.405008709758344, -45.98146972097033]",1
814,"[-4.434545339249798, -45.73152176052335]",1
815,"[37.85252961662861, -28.168546024620763]",1
816,"[17.353423608334108, -9.233201750519783]",1
817,"[37.15615284613919, -27.89789697760126]",1
818,"[21.629600691848243, -19.08178179956644]",1
819,"[21.93793957214844, -19.760942483157542]",1
820,"[22.440430760267763, -20.810222674690277]",1
821,"[24.274076350701762, -21.75610262564901]",1
822,"[42.49925696678136, 7.334224602266472]",1
823,"[42.498340468618416, 8.496238211493196]",1
824,"[42.49115622645425, 8.328570766753485]",1
825,"[42.46780991352683, 7.709308125293152]",1
826,"[41.132553075856386, 8.491069744278208]",1
827,"[5.491733455781676, -6.918953090602793]",1
828,"[1.4144874258431712, -17.45782880155864]",1
829,"[24.874150259528996, -22.209848294727667]",1
830,"[27.00715520589421, -22.69310826799916]",1
831,"[9.841358515727416, 30.924701403166626]",1
832,"[1.1192123618049934, -17.504320639376974]",1
833,"[12.659828907025274, -37.30120433100502]",1
834,"[-8.95629660566495, 18.807573469927704]",1
835,"[6.87978113026982, -6.5653247721250105]",1
836,"[7.429968438790457, -6.604852242821901]",1
837,"[0.8388929697308198, -18.042962660075123]",1
838,"[-0.644644100493826, -18.034576511936887]",1
839,"[31.408987723163996, -29.372819173390397]",1
840,"[5.226030860203029, -3.4547203481393396]",1
841,"[1.2853977976458837, -18.590173666047708]",1
842,"[17.060186869347007, -33.78162247982234]",1
843,"[-1.0818525122043965, -5.557495038262113]",1
844,"[-8.687801738278035, 11.431520620390561]",1
845,"[15.121812688574414, -31.611335364458473]",1
846,"[-1.249051374794439, -17.597513104494276]",1
847,"[22.20214710115091, -28.279648830318177]",1
848,"[-16.308071755928424, -4.894011200173772]",1
849,"[33.56227034036863, -29.782172679154662]",1
850,"[-22.664871877907103, -18.10098131173769]",1
851,"[3.5448393692361324, -35.64984009123005]",1
852,"[18.3119155234384, -30.56959891695861]",1
853,"[8.371124033985408, 14.534672306728798]",1
854,"[23.265134383459618, -29.710664076713]",1
855,"[-18.500536417454537, 10.749870464781681]",1
856,"[-9.399110426133177, -16.914744894156343]",1
857,"[20.704963451364303, -28.926602802566006]",1
858,"[5.221397347954894, -5.709578152381149]",1
859,"[2.443145211657965, -35.264883050838556]",1
860,"[13.439312444969794, 1.1458148996508226]",1
861,"[12.237539712150268, -36.12835029215403]",1
862,"[-18.265973191638317, -5.049612165627884]",1
863,"[13.026095751297353, -35.88293229865691]",1
864,"[10.518955624261155, 2.038250469624044]",1
865,"[2.026447298424444, -35.381545884876914]",1
866,"[0.20144185353057692, -38.87170639534759]",1
867,"[0.22943295678805728, -38.61864904130508]",1
868,"[28.09308598236792, 4.6803328346790405]",1
869,"[24.785410074267105, -30.881003241564564]",1
870,"[-6.130185262095125, -23.95054534495426]",1
871,"[34.3794953141519, -28.373694033216495]",1
872,"[14.817572663501144, -26.54953744970361]",1
873,"[9.837792616896012, 13.176535248886905]",1
874,"[20.611795551804473, -21.11350014761856]",1
875,"[22.932822046289452, -27.03284188908299]",1
876,"[46.434191338848535, 12.00017380477085]",1
877,"[16.414520951679254, -34.14172789794644]",1
878,"[20.005369786973898, -21.310039031032463]",1
879,"[-8.478384239840773, -44.04103484432228]",1
880,"[3.6508689594288075, -34.22576815729035]",1
881,"[10.067378158002828, 2.3090045930941083]",1
882,"[1.962006265412878, -36.69343656198688]",1
883,"[35.02964616690368, -27.888130876249274]",1
884,"[23.366801653784446, -18.882137534710658]",1
885,"[-26.718664267451874, -25.23100892577339]",1
886,"[20.55374299491683, -16.777338510478714]",1
887,"[-22.50899395893209, -6.932429780196194]",1
888,"[34.90292498305788, -11.873993101865935]",1
889,"[-25.214678761717185, -10.685790412978267]",1
890,"[33.368436327074875, -23.117355368633415]",1
891,"[16.37606345212743, -8.11620380360497]",1
892,"[-23.854464868450982, -17.86895519864088]",1
893,"[21.12259788863002, -19.12810420739599]",1
894,"[-25.32939114826133, -10.758792321672036]",1
895,"[17.781262291361912, -5.691774041568737]",1
896,"[-3.4127921127585816, -20.436009010541856]",1
897,"[22.247871440844587, 0.7412726155177553]",1
898,"[-25.66609459263501, -26.145882318298597]",1
899,"[33.11187789191095, -22.059550476467958]",1
900,"[-20.142236548823078, 4.454951658759027]",1
901,"[18.402623994680344, -4.1834460202458]",1
902,"[5.079138176247581, -6.8800747661867225]",1
903,"[42.84130512311225, 16.856446640873457]",1
904,"[41.67276820647544, 9.943359446055196]",1
905,"[6.260379706754813, -8.106343550015923]",1
906,"[19.899398700071526, 12.779701505829921]",1
907,"[5.735299935084938, -7.124507533511156]",1
908,"[8.475246275484947, -5.8142610346495545]",1
909,"[5.64452421710259, -6.709125807921505]",1
910,"[1.8523696789188033, -18.603763574318844]",1
911,"[8.136038276864005, 15.289865645260377]",1
912,"[24.368699221162704, -29.100853084062898]",1
913,"[33.98731327615711, 7.60720950022612]",1
914,"[3.793746093893424, -3.8545278269207826]",1
915,"[-4.304219346866354, -4.103970105492519]",1
916,"[21.488084608309272, -19.782736166707647]",1
917,"[40.470202953746984, 8.408927871293432]",1
918,"[8.912466484388391, -5.6636653858276285]",1
919,"[-0.04082971169201208, -18.25727865897583]",1
920,"[21.55263710645952, -20.36114445152317]",1
921,"[20.88502439453557, -28.712785501157256]",1
922,"[-4.944232024060288, -17.08436252739267]",1
923,"[7.830072062112417, -36.26844655527806]",1
924,"[7.936046568047516, -36.27255747408952]",1
925,"[2.75768182976481, 26.021752065533047]",1
926,"[1.9324196095355117, 26.49335816683889]",1
927,"[-2.9263544919609927, 12.821412248926148]",1
928,"[13.269363464114813, -36.752490110028795]",1
929,"[-4.497873689319298, 23.858546475841855]",1
930,"[-22.13238290709705, 26.26326945707331]",1
931,"[-10.855624372210695, 9.79142836966987]",1
932,"[11.801137781563789, -29.397144966530877]",1
933,"[-10.690412860898164, -16.05360019797186]",1
934,"[14.22779950735804, -32.612814078530036]",1
935,"[-9.931308891545818, -16.741033742579745]",1
936,"[13.526448179022648, -34.64445410737458]",1
937,"[-16.761335487703118, -9.513552915461885]",1
938,"[13.840030167213495, -35.734955885347944]",1
939,"[-14.105431385745923, -9.576652281342652]",1
940,"[-22.3022039513138, -20.892237944151518]",1
941,"[17.156167443031606, 4.698851210521989]",1
942,"[-11.408443787358042, -2.051843974613779]",1
943,"[18.527000628582698, -15.949261763693613]",1
944,"[-6.583159337819794, 7.081247372676097]",1
945,"[-1.6678094680450923, 6.767764261463141]",1
946,"[1.0058861849948844, -26.39713767689126]",1
947,"[13.773969861240557, -32.20203664767528]",1
948,"[0.22667026274555083, -21.00232475309061]",1
949,"[12.792774431810134, -36.22569143802108]",1
950,"[-3.4008352522737093, -16.247695688879766]",1
951,"[1.3936444717508083, -29.445132742091225]",1
952,"[-16.166135973734377, -8.666810525706644]",1
953,"[-14.21031423484359, 2.665660306274834]",1
954,"[-19.337031616909556, 0.19758406661985595]",1
955,"[-7.684425511879211, -25.05407356039507]",1
956,"[-3.15290772218756, -22.141432354051457]",1
957,"[-7.500884567928157, -25.21024520287941]",1
958,"[-16.715920155646597, -14.755419549228181]",1
959,"[-2.8460251393051257, -24.911061098084705]",1
960,"[-2.9288986357211266, -25.012775886050022]",1
961,"[-2.904363802104739, -22.740758450618756]",1
962,"[-3.0513504733239967, -23.518365060870597]",1
963,"[-15.61585636676687, -15.838378853205457]",1
964,"[-3.0797619265858867, -23.34652308867899]",1
965,"[-21.206804871054164, -8.062034550169258]",1
966,"[-1.6429001602372963, -26.2678182412783]",1
967,"[-2.969933838260439, -24.935762619368674]",1
968,"[-3.5018636264084813, -24.86980799201885]",1
969,"[-22.2169899942949, -4.14674748698394]",1
970,"[-3.5248667158941456, -24.943029518762952]",1
971,"[36.67772737632513, 1.4277365593121907]",1
972,"[-32.53419837897741, 10.520357042085303]",1
973,"[18.165779993391933, -16.028672786905016]",1
974,"[-40.04729301073099, -1.1938031315378732]",1
975,"[-0.4976420940594686, -36.91826083431837]",1
976,"[4.268519917391882, -22.358239997836527]",1
977,"[-30.95371416516042, -5.215469600591817]",1
978,"[-20.65072392936824, -14.773536256713609]",1
979,"[-5.687833109281871, -30.922240679455687]",1
980,"[-6.141357254211779, -30.944051452375692]",1
981,"[-23.955843501939597, -6.038775367121427]",1
982,"[12.321949364275913, -33.53128784958653]",1
983,"[-18.300142269853104, -8.856727041599758]",1
984,"[-19.675127730974644, -7.831780908281392]",1
985,"[12.291999981523473, -16.99754943708889]",1
986,"[-3.159946510630837, -39.78277676158096]",1
987,"[-2.298841907948362, -43.31182315154627]",1
988,"[-0.8251305774413833, -39.97408189911165]",1
989,"[-2.4206485443143015, -42.66611103661807]",1
990,"[-2.2668185819340705, -42.81357132550446]",1
991,"[-6.854439938648374, -43.29422336019166]",1
992,"[37.61568113960199, -26.748489521441567]",1
993,"[-2.310721974547001, -46.64739506524137]",1
994,"[-3.7007660383775467, -45.21274625334632]",1
995,"[-3.7317809579146672, -45.52139256783061]",1
996,"[-3.1562872863556315, -46.02644463562801]",1
997,"[-3.251657190534098, -46.387327277112895]",1
998,"[-3.1505422778146146, -46.48417523981824]",1
999,"[-2.456365293562419, -46.589842465240906]",1
1000,"[-24.277098785079144, 26.743111049922447]",2
1001,"[-20.352411925906537, 27.048111790057394]",2
1002,"[-21.43725278511256, 27.04137966666149]",2
1003,"[-21.152751771353092, 26.554743512124762]",2
1004,"[-21.18201935953552, 27.886909217030993]",2
1005,"[-22.02518601478344, 28.122941199502115]",2
1006,"[-22.086608148208942, 28.11824850004478]",2
1007,"[-20.33417870876299, 27.62729805220635]",2
1008,"[-0.5677195804944821, -9.104759762387845]",2
1009,"[-24.69160278217353, 3.787140856321729]",2
1010,"[-2.160611238960618, -29.620966267642096]",2
1011,"[-7.29845665163799, -32.178741073508895]",2
1012,"[-14.56603224215919, -26.926899058677265]",2
1013,"[13.286649770179737, -14.688574573924358]",2
1014,"[-8.533133003536001, -32.792592177512816]",2
1015,"[-9.11203306123116, -33.73912302082294]",2
1016,"[-8.816083175448876, -33.616019504663626]",2
1017,"[11.404355056620844, -16.167003870205708]",2
1018,"[11.281226691132305, -16.451611848593142]",2
1019,"[-10.026373203505045, -33.41838644338975]",2
1020,"[12.195032023132399, -15.122597418774752]",2
1021,"[-10.376915642379092, -33.3097196610278]",2
1022,"[-9.756762215041869, -28.670506161525548]",2
1023,"[-6.592083596417808, -28.101524864464597]",2
1024,"[-11.70408323323201, -27.483132906733353]",2
1025,"[16.39311687434838, -10.301096858470622]",2
1026,"[-9.906738195056725, -29.473598301099837]",2
1027,"[-10.966778553465566, -27.70977996633044]",2
1028,"[15.798404403632297, -11.938843053287282]",2
1029,"[-9.445262710424494, -28.103205346397825]",2
1030,"[-9.805616749172925, -3.4375653303195746]",2
1031,"[9.509149535992561, 35.366713485351205]",2
1032,"[8.818993149120129, 35.381100062253154]",2
1033,"[8.548155813000763, 34.098844355176965]",2
1034,"[8.569610775675459, 33.645744533912485]",2
1035,"[4.7645593796996435, 32.01756259935406]",2
1036,"[4.507187477884648, 32.133691874476284]",2
1037,"[-0.4963798607537343, 23.817526115258676]",2
1038,"[-2.3745331218538794, 37.014892791115386]",2
1039,"[-1.119129678449981, 23.836085895431758]",2
1040,"[-3.5799451255596133, 36.58971609819703]",2
1041,"[-3.76866769359921, 36.9942895723252]",2
1042,"[-8.699290482912232, 43.478001885025755]",2
1043,"[-9.118705734473862, 43.8433060768806]",2
1044,"[-12.011646629394667, 42.94004530135887]",2
1045,"[-12.439847061054758, 42.25022862608672]",2
1046,"[-12.938159921044258, 41.93113753303546]",2
1047,"[-13.432969760061503, 41.66253228810238]",2
1048,"[-15.217916678248995, 39.657048883273085]",2
1049,"[-16.049078910761033, 37.4699921202355]",2
1050,"[-16.315122398026528, 36.51998270337548]",2
1051,"[-16.13926092734349, 36.81981275208721]",2
1052,"[-14.296523249524807, 41.536506976770504]",2
1053,"[-14.31719274999054, 41.54652372455387]",2
1054,"[-14.69101362149824, 40.85347413912838]",2
1055,"[-14.35368137568437, 41.03020407391587]",2
1056,"[-14.058150047475806, 41.15133583362034]",2
1057,"[-7.230389335878014, 42.167606820490164]",2
1058,"[-5.812715613665273, 43.29253824369823]",2
1059,"[-7.574211409112293, 42.572729831002924]",2
1060,"[-7.372334150111239, 42.33084460946838]",2
1061,"[-7.1013846122451305, 42.12570901986692]",2
1062,"[-6.597689558707338, 42.211484101273385]",2
1063,"[-6.274994890719495, 42.34969772023407]",2
1064,"[-6.163074696249797, 42.43981244460814]",2
1065,"[-6.257223024318202, 42.44309507550371]",2
1066,"[-6.0953329657349045, 43.363920577391305]",2
1067,"[-6.228677085381454, 43.434548264100464]",2
1068,"[-7.764749436441899, 41.89842332771346]",2
1069,"[-13.521059101577796, 37.65703957992839]",2
1070,"[-12.103448848262023, 36.5077964809905]",2
1071,"[-15.085913848917155, 36.13541951274301]",2
1072,"[30.517130717990906, 29.158153163659676]",2
1073,"[-16.857920555591132, 37.63408334854643]",2
1074,"[31.699537415094692, 28.02012077879017]",2
1075,"[-2.6295692513936624, 40.95717748553278]",2
1076,"[32.30391282913274, 27.877880031263977]",2
1077,"[-4.327824756759416, 39.509025716471385]",2
1078,"[31.126846425928086, 28.178227069436755]",2
1079,"[10.52616363113333, 35.35436155112997]",2
1080,"[-25.2756306540861, 22.301038241829303]",2
1081,"[-24.977136675650264, 23.875989071117782]",2
1082,"[-21.19215928965364, 29.62726037131788]",2
1083,"[-20.946176732826263, 29.51984180010308]",2
1084,"[1.4098374081675924, 13.545037874292175]",2
1085,"[-4.852234095539347, -29.758530583102278]",2
1086,"[-8.164102706367936, -32.587656250757206]",2
1087,"[-28.929567225250143, -0.3350164337254777]",2
1088,"[-6.156796384972084, -31.116655403294015]",2
1089,"[-28.63400179611986, 0.09619100167436764]",2
1090,"[-4.4414480891691595, -30.297772257002862]",2
1091,"[-28.513110585588336, 0.13531691496065087]",2
1092,"[-6.773139916104851, -30.052807267215886]",2
1093,"[-27.369180723102907, 1.4174487816006596]",2
1094,"[-13.130232379484514, 14.545089271294811]",2
1095,"[-16.339645274867372, 10.084483916087242]",2
1096,"[28.73123860073154, 5.623012179290574]",2
1097,"[-16.020886633237453, 14.82617004022341]",2
1098,"[-14.942338639109396, 18.210704269448765]",2
1099,"[-1.733635826581491, 35.958638195667874]",2
1100,"[-4.35438934188511, 30.445594088145917]",2
1101,"[-4.8270815656462585, 31.284681913198774]",2
1102,"[-6.10481914057905, 31.041291302819236]",2
1103,"[8.281293644599527, 36.85348645182278]",2
1104,"[32.1472899271358, 5.122083534825043]",2
1105,"[11.505039514537527, 35.1778951623611]",2
1106,"[30.180458620974957, -29.443672966983268]",2
1107,"[13.65574726616862, -19.717824075207922]",2
1108,"[14.024555397352625, -19.258849405713914]",2
1109,"[-2.8781047387619068, -31.354021534810585]",2
1110,"[25.017372999259244, -7.525456434432108]",2
1111,"[13.235579972480766, -12.740671381588614]",2
1112,"[26.808972862321212, -28.623434876734994]",2
1113,"[-3.1112359239518623, -30.83871291316782]",2
1114,"[11.953329015968185, -17.02986541431882]",2
1115,"[33.85448070572195, -30.166187942101647]",2
1116,"[25.191369818322556, -7.149647391791225]",2
1117,"[25.04276997134784, -7.250745875020127]",2
1118,"[14.406140781408574, -16.545368649847823]",2
1119,"[14.960015328770464, -11.192300662779152]",2
1120,"[31.41619086489731, -29.4935357645927]",2
1121,"[13.370197548032955, -12.669511869172617]",2
1122,"[34.73434783605979, -27.060814826718886]",2
1123,"[23.174833899518514, -29.37892669244357]",2
1124,"[-5.1656936725504226, -32.56167899925208]",2
1125,"[4.142489182897281, 6.42238713979501]",2
