primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
534.2615651087483,479.5869871084045,674.1644052938802,478.26332165309503,948.8780239747746,418.8494697084378,732.3931997450479,632.2915396201818,844.4072654495128,1996.2443564681332
