primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
205.85939064260688,443.7947197565687,648.2423131602444,845.12822556027,574.9546642313667,544.5842441301039,501.1983677676982,656.7078328357419,517.2475334881102,212.11905280749238
