noise scale,primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
0.0,234.6810152077648,617.7825557102362,2792.243827266095,281.25876652840225,2944.5072875871983,2809.378586164098,425.527506242002,2819.120547310393,2806.090675924064,277.8162184298057
0.1,235.52548043605717,845.8237282174701,2790.288528862369,365.68387574297816,2934.6202790772427,2826.901435589936,625.748275066947,2779.6269233701514,1751.2416555750601,278.23779969895327
0.2,236.38917311737836,555.0417947513754,2568.271776746786,371.80631047181726,2892.3226609142557,2013.7974431496266,737.1559857857931,2726.94584851724,1116.4993164637103,278.47164962942577
0.3,237.42264859307937,512.8748415688227,2285.7482842556997,363.97723143280155,2490.8434593831685,1494.456627869814,680.7878091959777,2538.5670318146167,1051.0852042413385,277.54650570878806
0.4,242.65384468734243,328.6495411288296,2162.997450471272,325.9351574941541,1797.8648070518004,1178.915876926539,639.5362437681208,1506.934548903597,767.0191836107025,276.5851754268779
0.5,243.57669301057626,136.23121316041625,1816.769431847934,262.2052817230957,1033.8620258898356,1012.8477721897364,525.9892815098609,1523.71059282124,639.2492914279205,275.3907171286022
0.6,243.35785923122768,53.84474386478087,1089.9342446354676,327.79476433151024,844.3405462478065,903.0697562876072,472.4693889997769,1364.2901897596605,571.3753247734288,275.5174092043021
0.7,244.99282066600162,43.40291870160843,1208.3368817783944,226.69040352857616,733.648926422676,618.2729028666331,460.23976338052273,928.651797291492,488.8982781933302,251.0949380213474
0.8,241.03083217787918,109.41902426607116,745.2838802640728,131.29054210172131,583.7730154642788,492.7826171285795,391.5685349878975,749.095660675046,390.19453626746656,277.41317465109853
0.9,240.73180836110495,39.83708219235844,469.1470145085539,201.5066999726353,585.3012201744128,472.19319987530287,373.6661042107145,624.9222581764263,349.77158378656503,236.4642745876149
1.0,245.85310376326282,48.63080611815668,528.564617396173,151.60239355773797,464.89629776123354,353.3125208297719,377.6339204608893,601.0006725424327,279.13241679647865,214.88968937188073
1.1,239.04239866604297,35.5621170621478,413.8644592925376,126.93666781964916,512.2102118940126,381.9954355236301,368.5613285782021,485.88393332269777,296.4743747063909,210.9376523146354
1.2,232.60946718135364,32.95199597235119,193.20513232319237,108.84055151676034,385.32193583376096,327.2748130647366,351.7210177320349,419.96137895066005,222.82871359475502,201.1133776328508
1.3,240.0285993236318,52.85083959473285,257.1882331567043,91.94699502081998,434.43437903249105,294.39759678420097,331.6103304063108,310.46896375888633,250.8481709162721,211.11985489589011
1.4,211.14419178851136,27.490097474014497,209.30051118093039,133.71029709976514,381.78891237078466,205.28468000212644,285.635812226075,288.0934241450492,206.38636477676923,185.24202625960908
1.5,185.65676723257113,18.325409370184797,195.7831962534443,124.76611764669232,372.14668324405557,235.54420998147754,297.371562428445,326.63956939424287,159.50564908472933,126.19158146736649
