param scale,primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9,primitive 10,primitive 11,primitive 12,primitive 13,primitive 14,primitive 15,primitive 16,primitive 17,primitive 18,primitive 19,primitive 20,primitive 21,primitive 22,primitive 23,primitive 24,primitive 25,primitive 26,primitive 27,primitive 28,primitive 29
1.5,1067.9719240940074,1055.1378183300144,972.1032561262593,777.8837494343754,1049.621647829329,1050.3028619701458,351.5792731509158,1015.6450356932452,1046.7666469813332,637.5497663912247,557.5305053900759,1002.1150495739254,114.20292732019763,354.64439976687163,985.0737372130304,392.53185885707956,312.69712183010313,450.6923146621392,994.2896039809923,306.2797311800962,602.462924296965,2238.565454584734,1002.703727857991,364.3371112733362,366.92110103468696,404.4875246935457,1030.2118047741308,1041.4597284601532,1029.7288292768742,466.58844413199165
1.6,1067.817232243447,1055.212528009136,972.235863741273,371.0913584806478,1049.5222056403948,1050.401661616532,353.0205738863748,1015.6455842853911,1046.6726784289438,641.2242427786703,540.2564976938872,1001.9027290640131,114.67278630825672,365.15196910657363,984.8421265239389,385.5156767031518,311.7402024456402,454.7930333509213,994.6012782965414,309.9279804876116,603.4671884090055,2193.2332873485925,1003.0255329789279,370.12587673886975,365.34270138287644,573.8182304967801,1030.3464464044473,1041.3532374774832,1029.92354079858,540.2695365719685
1.7,1067.990037301234,1055.2571634780147,972.3520318009794,356.26944530588406,1049.889423651079,1050.263654245037,354.71739422658175,1015.5067796150888,1046.6813864249766,645.4476411669832,286.60478025902273,1002.3171849029695,115.14005794188247,367.32470539685954,984.8387241769591,379.7777495517894,309.50126026099036,468.2601953784122,994.4174085114768,313.6059201191629,629.6480523906419,2154.4111751765454,1003.109695508113,376.0283886748361,365.3101967557599,612.7888522192677,1030.6773201769993,1041.4193595093368,1030.239004053317,517.6086534232738
1.8,1067.680416591495,1055.4010152332999,972.0827103797876,323.84065014862307,1049.7383067241622,1050.290738366793,355.30828862060457,1015.4925262309696,1046.4201101847345,645.475588614165,277.19655823039454,1002.0857354408499,115.01780642754053,368.9082233271878,985.1134919087496,378.94272504412544,308.87009931526745,479.7009787001445,994.26852893306,319.9486267215034,634.4628231496988,2119.3485969841668,1002.8712416063929,383.5268551654377,363.7387342132387,573.7417644339201,1030.5834247390708,1041.3038436059853,1030.1656166850748,570.3704631070211
1.9,1068.028828558694,1055.4374616193768,972.1058784018209,342.37989918874536,1049.5143790114294,1050.2930436053316,362.3645498679221,1015.3403627728985,1046.5279815465483,638.4077279116487,273.64402577072605,1002.147664000386,115.18445588713067,370.3221112656635,984.9216501595902,406.2369657651238,308.1941710495697,479.36545974219524,994.1914244001476,321.8101191583579,657.7306491448401,2080.650644759914,1002.9855173722884,392.7293536886468,364.6270737248847,629.9784609286945,1030.545449549268,1041.4357980173313,1030.58919927339,871.7836936704516
2.0,1067.7528539580223,1055.2796477199088,972.5660918139413,369.51533172589006,1050.0335510335628,1050.4341484160134,372.6700155816072,1015.6965590912389,1046.6718489959326,646.4404027414167,267.09766974374736,1001.9658802473808,115.30667315993988,371.5088619704774,985.0687190696353,412.12758149568,306.94670181601157,477.7827535589058,994.6763841894077,348.3940600353666,725.7209585608814,2048.2626803778708,1003.2522682443938,393.6420356248431,363.7931119916142,666.4305116775321,1030.52647489404,1041.493450338588,1030.2269782273695,1042.0017245895974
2.1,1067.672199657327,1055.0637788293684,972.1703465782697,419.4066190782131,1050.0464819898011,1050.5070683181507,393.1096713450959,1015.3414820860128,1046.9350348020168,650.8891216846766,325.6148981506247,1001.9364937019624,115.05000230901544,372.7284290419064,985.0197951911762,480.00402964489905,306.86096029984714,475.2580789128792,994.3355251727969,347.0286476363018,717.7662431103852,2007.2938360186938,1003.2559345596521,382.0786078705227,364.2803612727734,611.9413454776376,1030.5036184080227,1041.5861901311405,1030.4853596088271,1033.5373624774616
2.2,1068.1715989002873,1055.2173968413185,972.5329724411467,529.9653419572242,1049.7132618753965,1050.2169164964125,436.3770287736417,1015.6736231404386,1046.4686742481645,655.0190515820699,330.6127689060079,1002.0801595475759,115.76480262854469,374.332884853167,985.0333295436209,405.5677330290049,306.87253371542135,471.53241461600373,994.1974967936624,347.18689627755725,596.3335379257667,614.6749751523897,1003.4339834303061,366.71406784901274,362.1627033810817,590.9319427140631,1030.4847933885414,1041.62824776786,1030.1530510731761,1032.9263389163393
2.3,1067.7809543345443,1055.2245223621237,972.2890417179749,455.1281521305856,1049.5448119603107,1050.225484833974,471.04872914735404,1015.2382728056806,1046.5126720042313,657.5441585999564,277.6997806026119,1002.079485332275,116.08273237419988,378.5617756646382,985.3179393351411,366.5461225547697,306.7055101603595,468.05096944692457,994.2871539652685,348.3431811358886,602.711314495397,568.4101930202548,1003.3708600496968,375.3237094414329,360.61082528808436,633.0955016018024,1030.144221409434,1041.7226640834028,1030.5921359688257,1047.5586154608595
2.4,1067.8689365871924,1055.3072173514272,972.2546520302363,350.4603444997642,1049.6777352972942,1050.0527301370557,488.1051165558404,1015.6374298759687,1046.7710737253742,664.2878557332626,162.8183622298053,1001.9769492241334,115.85826085771393,381.8352022118962,985.1720476203138,364.1897536936155,307.06212345751754,463.3666889791888,994.5174864526167,348.29678174564265,667.3646651415113,543.1093147534034,1003.5928003574687,644.5468884557129,356.833840836123,575.070685627378,1030.4134873474386,1041.4340260872789,1030.7183013558804,1038.524590911682
