param scale,primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
0.5,3791.494868898979,1304.1596034884371,628.413503102685,65.48000025785264,3395.969072158331,3837.9320819063782,3570.177569142134,3625.8968560287467,3381.93293201098,1082.4262244848057
0.6,3852.9892082026527,1107.8450196864894,1496.4433866705917,95.50486555776563,3340.7745990351605,3923.7694644541143,3569.269142925018,3355.4889569488137,3812.9656258266305,1213.992146603467
0.7,3445.909591476181,1701.1704673447057,1010.042323569128,258.04637338654726,3335.306256499845,4097.347291286851,3545.639224511112,1299.9334416542492,3166.3026251756496,1382.2002605407483
0.8,4045.8595885518466,1364.9446477509243,558.783274515227,62.82228437038292,3313.0106208352468,4273.944559377913,3523.298270427413,2451.2655237516256,2581.650410527921,1343.5863151769006
0.9,4052.336792353014,1275.7274169314437,908.4202765314683,64.03800727773891,3293.307765870772,4266.691545261624,3607.0303869969475,3688.418512120205,2088.826731016819,1186.2443440313712
1.0,4124.041752601996,1243.5122909564257,1787.2646990701476,65.83040444182609,3275.261820336872,4241.165289854806,3651.363318088212,3733.2989617922076,1421.0589897893456,1398.6337570447317
1.1,4052.4404266248034,1063.5761578983097,1156.6565051668642,66.60777332442012,3263.4777269150195,4218.6117725257745,3660.3525493872767,3752.5729108218957,660.7771436657833,1596.380804112437
1.2,4034.9490863898427,1027.9080250845795,1843.3525721078036,70.06855907914627,3242.316967775799,4174.005501262242,3686.5595829972335,3727.7480555410025,550.6924121139721,1746.6941414351586
1.3,4012.26910427788,652.2692194550956,1857.2976141122126,70.85393004165019,3212.0284907290907,4134.667513386901,3713.356509658073,3702.0438234450085,516.2964656823518,1625.3216482586429
1.4,3868.199182718849,424.9644078047163,1425.59788645307,74.02045021084868,3178.278206734156,4101.654039513765,3693.8148605913498,3721.398234737803,429.51689210990855,1240.4996319736638
1.5,2491.9970702716955,340.05952253129715,1465.2530048960793,72.49675532369551,3144.5677421249607,2331.550331000273,3673.8610108512667,3702.442676229445,422.1127254362269,1150.6679757266224
1.6,2820.805644984757,372.85190688103773,1112.4066831303257,76.11341107146345,3119.9156516086996,2732.3455842836847,3662.9003501627567,3670.4598569293535,430.5514243891369,1108.9231774895486
1.7,2395.9321675315123,386.2469919233928,1499.269053766345,76.92428669070844,3097.478555887263,1168.106442670867,3645.725242861941,3513.92475225239,442.8394203156896,648.0480839683353
1.8,3319.066053174744,543.2568596444319,1235.0806710312522,82.15802512218919,3078.1268852880794,1884.0278888132627,3420.8762568319044,3450.850301879285,458.19189015320046,666.1581515770634
1.9,2808.4188537387045,1668.9815921000984,1032.2321472655683,237.8592402157623,3062.6061419322086,1546.0923592256636,3210.6280739643826,3446.058124420399,395.0349028634443,617.7541817355734
2.0,2830.468769760838,2408.416240044987,1073.80494027602,256.23536296182664,3052.9465779554116,1377.8940273783262,2753.8313623397976,2714.0069971835205,385.987219102397,579.1169825814043
2.1,3218.717182620799,2692.5311720901905,980.8101813072562,363.71485827465233,3053.103181414145,1493.3691706179798,2202.398827296617,2484.0163480793103,360.6645738852104,628.1642785028574
2.2,3479.134997795023,2837.4897843884946,1026.1851324729776,454.63930636657534,3068.3192127849843,1374.4206328235348,2286.0324461338873,1561.9412208551169,351.4597383489537,575.1446304658583
2.3,3360.1872350869803,3245.0281030833703,1046.4241274369983,407.71565776737737,3100.2363583181027,1320.2500660844196,2558.1686477644994,679.0397231956125,333.12735339418316,673.4238023209535
2.4,3459.534811850048,1893.4774342432897,982.4910170372639,463.9627165397742,3133.803176630675,742.5914533910388,2737.165986244208,387.0804635023838,331.39776868383444,557.6964508652476
