primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9,primitive 10,primitive 11,primitive 12,primitive 13,primitive 14,primitive 15,primitive 16,primitive 17,primitive 18,primitive 19,primitive 20,primitive 21,primitive 22,primitive 23,primitive 24,primitive 25,primitive 26,primitive 27,primitive 28,primitive 29
2707.1192198603844,2788.4725879303733,849.6342381140787,2807.2991309347226,57.12205745921695,2842.7608755662654,986.5990383760211,1021.6986272219028,1051.5062512812015,3094.680805517084,452.55443156809406,2980.7317670446864,3182.124455545897,1759.6661216708158,402.0327727087477,1026.0038020731793,2911.8941086160603,1183.8640139338827,2872.7892228583282,2451.1716544200635,2941.2838885025462,2029.2292877196182,3020.900931716137,814.1504631098105,2744.003751998236,1355.3288547311308,1404.9062723652034,702.7875393773493,2573.712489167303,2920.4875917804475
