noise scale,primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9,primitive 10,primitive 11,primitive 12,primitive 13,primitive 14,primitive 15,primitive 16,primitive 17,primitive 18,primitive 19,primitive 20,primitive 21,primitive 22,primitive 23,primitive 24,primitive 25,primitive 26,primitive 27,primitive 28,primitive 29
0.0,732.3925285905977,2207.717858090304,403.3950769167641,-122.0467962608258,-256.8197194058854,1512.6815742387887,624.3091245061037,-84.82518293238658,2585.908912987523,2232.944765027143,-140.3465982500633,440.8119726163707,2305.631913122007,-37.165388716883896,1554.165834815663,2622.8881405169927,2427.720079540532,432.67992201712815,2598.151769117795,2297.3551098444013,-152.31153519885692,-217.0461864544615,2376.078127333386,1247.841931581433,3008.481670196895,-165.93473440628438,2556.4461374714356,2679.483176588011,140.80767773938632,2981.325231744164
0.1,687.5145484408787,2179.049811166412,413.4635685028522,-68.10916014908646,-247.50732589824665,1553.8733263639838,545.0119676453293,-79.99365472498904,2601.0067734243703,2217.34258335192,-98.13948166354247,434.04756922991737,2303.7131362345526,-20.34419530335467,1558.7009435293353,2635.220881763843,2417.068309076579,463.34364410004474,2547.689007182861,2310.2925443650256,-153.57229237272307,-216.7789022296648,2354.9714368923946,1246.8339550873056,2992.0119774125533,-157.5038270157029,2542.481795765538,2649.1504298786635,240.79586235369425,3000.812455339916
0.2,658.0348406308027,2094.2300662616044,406.55294314974304,70.15087699757802,-227.78398917844325,1563.3393141277513,516.1566489992742,-71.8560575169398,2572.841902035118,2175.924708100859,-56.19606819385133,354.6405245229514,2250.9838467275613,-1.1493181735190257,1559.493659736077,2543.455373268476,2425.225794717568,448.40508768727875,2535.2041770614424,2349.2072959702496,-157.61408247122887,-216.26694326264425,2296.440472668351,1210.0043468386284,2963.2593816818435,-138.2778091212018,2477.201724762399,2579.0217438060213,351.29878632349266,2990.3370998317428
0.3,602.2811153960566,1996.7660335452372,403.3650456465719,138.03306728181752,-212.38641591134487,1532.5253972040782,491.3640087988391,-67.8035782882799,2474.7568740928623,2125.013774124815,-7.289774693913971,280.89795737947804,2150.4642757905026,18.188943058234084,1527.349268741989,2546.2503988614767,2369.546178440292,395.3433820149749,2451.1998400908396,2373.1607917762462,-160.61391812143705,-209.20864253136406,2218.2693574140194,1146.2912702800784,2914.1466181630285,-120.49308150487691,2386.0136772465735,2490.659516225057,431.34226977164434,2904.2588938257986
0.4,558.680040640432,1891.2294988225754,386.97874863344543,135.7508410955421,-201.41850407162852,1425.308181353627,478.5254562009921,-68.99368654519138,2390.8890093540704,2094.640428174813,21.766381554620498,213.58816915838392,2071.131808185507,15.931542257232692,1482.216467353507,2478.1930165456743,2322.9078442711993,320.0941763252966,2420.417468727477,2336.050940745929,-161.67976862918766,-204.59174942864465,2139.9677090969635,1102.8261281916195,2856.2536394349477,-103.99586769936272,2276.289169151606,2362.009800491628,475.61237740624426,2766.485367151992
0.5,483.6349847682335,1828.1078341540222,363.2077990317133,121.63005395132203,-191.70595826890002,1274.3556345180587,447.80646902406045,-68.40684610669712,2270.0371006171204,2004.5471095363578,46.718708021807956,150.96032174043,1953.8818204332463,10.684545970361777,1401.7984450607705,2420.0091105508145,2256.786214377643,225.1290711809517,2361.2385509717733,2306.1219648017222,-161.78637149859134,-204.9568156612329,2036.4745306264656,1050.6941803375253,2775.911875593697,-101.30417224850841,2126.7167175735003,2208.0447418317685,488.3131525576583,2680.813725539854
0.6,444.3776499974153,1708.2240935732157,328.50041184750853,103.49465878455958,-190.490722201507,1147.2731936811929,379.0764473414131,-65.80019140061816,2174.112035564692,1946.9172587718174,40.64979312602238,110.03900125732301,1865.651440843055,17.735374511860122,1336.157159794552,2290.760805265333,2136.415594600946,175.11095628459958,2324.564833370442,2291.9840250000743,-161.80563868569885,-207.2844282514015,1960.9893423793687,1010.4329672975248,2714.00394956953,-95.30079021434078,2009.6427837257372,2117.1968043346697,478.26028211186747,2499.6066433857536
0.7,385.71655210493816,1658.3189281951713,293.97802537216205,84.9364082214664,-181.0389664986921,1021.2592920760671,353.25101123698636,-64.00182465112303,2101.213617462835,1877.9984357121753,54.66773339137685,65.72555165223483,1735.6954374199527,8.100419263997594,1264.967480008952,2183.325006623516,2016.3934526281712,122.40522911968881,2260.884102050416,2188.7805633856374,-197.0051010308028,-204.71279848366743,1860.2585215778315,1001.2683769799811,2556.510590390758,-99.50713248042508,1894.0835118152604,1973.973422090528,470.5311721366332,2301.4526342739064
0.8,347.23099807488825,1586.1851692667744,259.89694138876564,68.35758312490692,-176.70535804627193,867.1763865787485,313.103541059713,-50.93751244444907,1968.5999996491216,1789.7722791163917,37.86572078320346,40.040270179598494,1621.8648700970862,-8.730062483366876,1188.6040552802815,1994.3132374141046,1893.1089813040846,88.28644350294334,2206.4047263121643,2129.700086114889,-177.62326139479222,-208.96720550170807,1796.4104710299848,979.8004076338644,2449.899131111956,-89.28658441346947,1745.6276000841349,1880.860810576046,470.26723431930003,2270.960761636233
0.9,296.3683020437661,1528.4748234930626,210.28108173758113,47.73943347723473,-178.71688289002654,768.8994197346942,250.615701717023,-43.48687644419951,1890.9966851787333,1736.3214584370846,19.60119175944802,-3.6758282207731474,1517.2404430029171,-18.424940229266227,1116.1690121067888,2008.174994320853,1599.0956973978523,50.87226822302496,2136.3347165723753,2008.7092141020992,-220.60570235512915,-212.2839862850607,1689.485217737632,988.5597207979077,2297.0400076961746,-83.52334859478972,1667.1415306273932,1816.3534409250776,446.32772417613415,2101.7979832151113
