primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9,primitive 10,primitive 11,primitive 12,primitive 13,primitive 14,primitive 15,primitive 16,primitive 17,primitive 18,primitive 19,primitive 20,primitive 21,primitive 22,primitive 23,primitive 24,primitive 25,primitive 26,primitive 27,primitive 28,primitive 29
1005.8303970075674,229.85027568765958,1005.9813906941166,24.868049453872604,1004.5834924288043,18.960640993009047,998.9358726062144,225.94895942663584,1.7850351051407263,238.16109777137126,41.29355757283623,499.5815363128275,1004.7624914084188,23.305550856008853,974.8907218307489,349.27681129238425,1004.7191571246489,517.450800544673,1003.0831543228467,1005.1808554046509,1004.9873662278358,277.5102632911822,370.34781456383655,1004.1449451918122,1001.2123056790266,1004.2872547035702,983.98826644074,1006.27748218085,249.61965768085142,984.8073397570704
