noise scale,primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9,primitive 10,primitive 11,primitive 12,primitive 13,primitive 14,primitive 15,primitive 16,primitive 17,primitive 18,primitive 19,primitive 20,primitive 21,primitive 22,primitive 23,primitive 24,primitive 25,primitive 26,primitive 27,primitive 28,primitive 29
0.0,2353.4748211171377,331.8150411759481,-211.04121391479143,-164.34600416717527,37.29152150349126,-130.26067913639548,-159.40133243950135,-36.265793596561224,-55.22322036383084,176.81248673715703,-87.89444237644797,-80.6638397116597,-172.33161262075524,-154.87252561813528,-162.1217245431824,-58.726957308261014,247.43013622580253,-179.61863537986062,347.2184380390653,607.3366764146762,-226.4460500154758,-114.50018400820834,142.16941723567703,668.4472708968364,-132.76973498918545,2837.54865729208,2997.369321534346,-81.10942749052403,-194.8486105625446,1585.8233431108497
0.1,2294.5213308326574,417.3168873123433,-205.14583127489604,-168.4616916311922,220.82779868330232,-123.01550039072686,-153.65224917803013,4.485114634644835,-67.35826565093545,183.2776193439915,-89.85543882314347,-67.06951296052031,-173.97467693124537,-159.0145893694842,-163.0198014229945,-80.86013424841335,223.24272492347455,-178.5770436258156,327.9039733566348,601.6750254726414,-214.1703510132905,-117.38743751007598,147.56233966443216,645.668976404214,-129.9171632017679,2590.847782302287,2969.793128684972,-44.534377971991674,-134.43557522699,1575.5222400073292
0.2,1370.0419994579706,386.668508389083,-215.99991984790535,-166.47593320925048,149.7193049439171,-113.44571503106359,-155.2727681428284,54.78140550466443,-102.17097239560312,196.85855066122613,-91.83134425041149,-52.9052721109937,-170.14335363584297,-170.9812809601495,-159.30895298815562,-82.05007463900864,98.54020188614305,-178.08236149539306,310.03407993362765,580.8824635814501,-140.20826145280336,-98.01393041094374,127.68415642227771,597.4382009523258,-121.06430508528729,2736.4179723962907,2928.0998494283926,-42.24806546487512,-59.15114217027731,1539.3436999159587
0.3,1538.3736700777072,349.2697173467922,-215.90700063076594,-166.3245232861629,169.28417468472668,-109.41460177273788,-165.7793044256487,-64.04444356625869,-148.58457465497997,191.92243019262804,-92.9455041555029,-56.42027879611188,-160.79396007828112,-172.31445313070577,-147.3130323491793,-107.62408771686412,159.31554750465764,-174.51189548114638,288.2291499538642,544.5479298003826,-92.68016468835125,-88.10867480459328,69.48829378567983,526.7087588262128,-111.11493178986737,2380.135283171427,2816.4955435415395,-39.60407066073395,-8.591446226084258,1463.7829312802232
0.4,1562.7280201559922,310.38111152125646,-212.85168432739323,-165.63397374933328,225.63944232628924,-105.12493498034203,-176.8991330798106,-105.57941434456106,-192.95815977654104,184.01126553104655,-90.96914978945405,-45.4934277375972,-151.4800075296244,-168.56167250490378,-132.24839081065664,-111.43942079777146,197.19429481547235,-172.162663537502,257.3822222434176,513.1231576421553,-79.78416453142152,-86.75035583873648,16.064045254196678,451.9533474578887,-111.69752206210903,2341.9037244101105,2752.1202144876015,-46.726492624781415,1.387339448647678,1373.85525681463
0.5,1710.4322312688073,254.50556485750013,-198.85603109272543,-168.84765147195165,14.766596282822693,-107.12218246162873,-191.55834696399785,-122.15456812224984,-221.52749333352554,190.5194947649157,-87.63647399632463,-26.082334188462788,-137.9683843720598,-173.84180788756072,-120.19946618911312,-132.08709967004683,112.5230541338838,-170.79057298777514,217.20030973785953,447.0210355957448,-72.70450490846889,-89.844580866651,-22.78192340407073,375.8420614577395,-123.17970209774168,2160.3814586561757,2584.7074056119186,-45.59219549154196,-8.01139724646728,1279.596875859758
0.6,1453.763803792111,202.77515518101984,-222.43347899966165,-167.59625243010854,43.72157366697629,-110.06643815773836,-201.13294180237986,-109.44096683679163,-239.12137529830449,149.45809232445828,-88.5049844688825,-2.557553980397197,-126.3740755263132,-176.34646172408958,-108.89612471560466,-79.00784240695853,105.43450559278685,-168.6139823384712,176.83765071569135,367.1292556030743,-74.94269402077411,-100.35778018327281,-51.63602587455516,314.75484767596896,-142.88162135175892,1963.2178529713776,2479.9405789911143,-43.90528495596348,-21.25074090640119,1102.331383558687
0.7,1454.8879048400097,139.60852616407993,-216.74824803029887,-173.8934065389619,46.08665423101193,-110.94975569796206,-210.26974079265065,-78.44237859352538,-245.22590946317496,110.67154320303169,-89.18832312753136,-6.356477480399082,-109.50773024313871,-182.0228267935478,-105.53568157054808,-88.52172511813333,66.90792839569936,-173.4646449758016,146.6084504076771,283.3351742265001,-73.07223078284758,-112.86878943568283,-51.11199493059187,232.83520000633584,-160.15338375238088,1786.4183486181623,2341.3918091894166,-37.023388783528695,-36.76252879659391,936.7280380585441
0.8,1296.0218516303053,91.50156489349543,-224.91839686239615,-175.85598872189485,62.536926863989834,-114.54400430936766,-216.58512810010316,-99.0944832784256,-230.9330841584685,38.65016461183313,-92.10261907109063,-11.089291527423907,-91.54148540228131,-180.80300692883378,-109.95562280835354,-93.39963809685311,34.780081241554214,-175.15505397442146,108.55964594858904,197.72717209383592,-74.81614643958623,-122.3479181121902,-73.19464427817472,158.72478528297384,-173.80007666568636,1552.860187982138,2099.8070147810313,-38.03127039961923,-58.27703499684067,802.8359185711414
0.9,1182.8473390660015,35.75310809630457,-290.40567427329296,-182.76458676187318,6.318459225621048,-112.54206736764088,-227.3400905955807,-86.9938319720003,-218.5557360279701,-8.147928690421782,-91.07402415146993,-32.02641797266436,-81.79761104860718,-172.5050665951353,-115.57123666501789,-109.23494527087726,-60.25607881815371,-186.47192632874192,67.60993888822516,112.28438074998385,-91.27374390114673,-140.45744956221935,-92.404209575492,88.24853126603293,-193.51595707189563,1403.4973436914934,1987.3479223597478,-29.156582890151604,-75.81342632314768,682.627451138997
