primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9,primitive 10,primitive 11,primitive 12,primitive 13,primitive 14,primitive 15,primitive 16,primitive 17,primitive 18,primitive 19,primitive 20,primitive 21,primitive 22,primitive 23,primitive 24,primitive 25,primitive 26,primitive 27,primitive 28,primitive 29
999.2071981700188,40.423431477491086,988.9308274150069,996.650944913708,1000.1687694662041,993.0985179078591,998.0083297790682,999.6723481051649,985.359466802572,995.1468103436158,798.5760181879953,999.2942145077168,996.4601695748494,997.148053301025,990.1030811755172,999.820367808987,996.9119746026303,16.65799527443054,995.441535103457,992.4744532846966,11.667832733605483,31.463023097681702,29.04152291376446,999.4911412419266,996.557019481402,998.7752866856451,997.1107921371025,996.3844796038338,999.6943511386726,998.641041057831
