noise scale,primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9,primitive 10,primitive 11,primitive 12,primitive 13,primitive 14,primitive 15,primitive 16,primitive 17,primitive 18,primitive 19,primitive 20,primitive 21,primitive 22,primitive 23,primitive 24,primitive 25,primitive 26,primitive 27,primitive 28,primitive 29
0.0,814.4227795233969,1029.4772691085611,1000.0395931668775,1030.9015400138603,991.4946168362018,516.3023360268246,329.809932033737,995.4055961791121,870.2315841275961,504.50106173634566,670.9574750037457,615.4569691808189,969.1816698427476,717.4655432313663,1116.0723518037535,541.1902340338254,713.7166158225738,715.4994166408902,784.6306653928289,514.836408362587,3219.8708436511597,657.0213344488321,529.4963177826506,404.37539131967213,1011.07026978734,549.3543906845334,396.1299351297018,695.4525741951359,652.2123576557381,1025.3144823145012
0.1,1756.5581668060586,1320.2068679762058,664.6766014162309,946.327041572675,992.1453535322244,484.0755671693331,359.4541356140538,1436.9399184151846,928.7989836322402,547.241952552316,709.0398959415463,608.6170763656402,840.4935037812314,736.7313800928274,774.5826196350159,543.7664787125043,929.1268961813366,643.4040948531161,791.7668147037764,795.3645506653581,2433.9498938907723,1384.014073273087,637.9590089534743,473.62002138672904,1278.0334852239798,624.6134789174623,398.5196457898177,570.3566987655968,768.7609659303486,1029.8980618697608
0.2,1811.9497658821188,1278.4606249826668,616.5247071959105,1041.0220485581267,709.678261847522,563.0228674430953,323.63532153607116,915.3311767238753,629.2615500482264,518.9250163834668,342.309150701985,480.1363184310909,1136.2059899616759,759.478266484142,644.4956076236525,432.3719194640804,369.14340852473197,591.4938661232839,1045.535376364242,1447.855148151169,1108.6730259604333,646.043822317022,861.9687485057806,457.08878968562385,1224.3803124920692,529.7420491990948,397.9379936594701,512.2441135789734,686.4009684350312,1130.4237635320578
0.3,1174.04870590228,1017.8392448027331,644.6003679171914,647.0597982891301,394.02388481033415,439.9239724316938,273.81356795708984,51.759324305337955,556.8776935700523,269.01413500024876,58.474577373247556,471.0006656875181,529.6258763193385,626.6807459456215,476.55410188784083,248.8531070670693,312.86117988634254,374.2891558110012,1326.4269870777516,1030.154117698433,383.6719995034183,158.05782953891799,640.6215095553138,427.89650840635034,673.6982954012218,576.9401557837039,350.2230738924874,365.6982273253524,481.80655915110384,164.87739801692197
0.4,615.5290290125683,866.8737472070112,393.1042864359326,422.53557089629885,278.6118818267072,319.4503583902006,95.49605227616199,49.03506566145391,524.5732984485345,118.95175975961051,36.99222757032827,499.44967640720324,453.43332616476175,514.138846532746,371.18753565549116,116.24685468076514,303.7394553403884,305.5903517311482,1362.6984443543608,1313.9330275590535,72.93359646992582,43.43133776724836,246.71202012208155,281.24216017896475,808.8635948312617,590.0165162635236,273.4340412051636,290.28055291403024,532.6957395825405,127.50257469002811
0.5,186.18494655656139,464.1490822787816,113.28487120024008,370.43807061461365,43.23965925297186,178.18801352226336,134.2560894811334,5.268513835805837,491.11505621403705,9.143360038745119,123.37703375629583,500.1178958851331,350.8185315353918,333.0635155881034,244.14922800579603,87.84725154309265,276.33246768406514,221.03564201597936,1321.314559957531,617.6045810692547,32.534423220495555,4.134457464597744,184.45941059320813,256.46348525782,254.63733072983032,529.63391673229,277.5874768468408,203.20596348776837,371.0570596328019,77.3104712859264
0.6,59.93027735158355,372.3594093873229,131.66992830219368,143.44193961568558,85.97879048511393,100.85037009263064,96.30752438442063,9.87602626895795,424.94668902084686,3.6788131655847587,37.54969359396976,333.76991950288004,101.41898624278133,192.37489180910916,104.74002280101054,75.4251088496844,226.53321392843404,158.31011680304314,429.44576781676903,769.3072522589297,9.998852558538442,20.553953468296317,130.21349035056375,187.29265661802373,329.4222042706867,582.914593720997,242.18675292825657,88.63380370395018,256.37528611335176,28.240954378575765
0.7,81.79213195975714,200.84805829451977,22.337659583387087,28.573339794004493,23.925138816402203,67.36524500337403,66.75342536743558,3.578593884562305,351.53843473538535,2.58534103884364,0.3103857165070492,332.28490525506527,10.517357756370895,84.33026891480499,61.733621570282196,16.219289619056507,156.018959914637,142.76574724457626,262.6327409404545,316.27803890647135,11.774457489180497,9.236762603547053,181.0854284071732,26.534640255490547,14.638773574003315,276.7318722264645,213.74058062485284,37.15267171949192,164.0343066195586,4.666581509503808
0.8,21.874555692223886,83.16765437539908,14.911832154849956,7.172643346552275,0.4858043929005742,13.872660001835559,68.58403339044433,1.4229508680931393,270.9153523403984,1.1762842179281365,-0.3082995238602431,202.96159157913405,49.297169685575916,115.49299044857977,5.704552610541652,12.864357927856627,99.08121707604698,111.9039187958056,219.56467772117725,114.43692159630127,3.0275674749520753,21.682245151218925,42.862142641657655,33.945554788355956,77.2502209651261,317.54738297885353,121.49922671800861,146.34485331813622,67.81855791594731,4.599306975698141
0.9,15.505679661265916,138.85887428019504,19.09808831212846,2.3447941850646075,3.8551837891710257,23.34531961846347,29.56097576036558,0.9451561015766909,257.35222755562296,0.6243712473116346,1.5784021141000382,138.82150424394385,29.657867210746087,51.86189006572342,29.863360401858678,16.079408044869716,75.31412915197589,31.791732053096844,30.188928132384707,40.99024239878084,2.1738176927268205,4.8456636816792376,60.8082953308122,17.027444841030952,6.016727423162354,145.69159546945656,44.63432266936367,9.51089087632371,73.26960034663554,4.593988528449608
1.0,9.286940024334305,119.89074278997535,4.19548387761051,6.565309715937285,1.0330460972176636,6.955436827309171,3.1235087763403584,0.6464943431450451,167.64774286838988,-0.12120804864209718,-0.993264797952885,62.687698706639175,26.347491243395154,15.330703877923213,-0.8629416151629428,6.288060802818766,113.33320214029905,43.5263817244613,31.0426357103172,81.92891181066061,-2.2262313702832266,3.7987453442017944,7.397592190934179,26.000923713083456,20.37545898577504,60.1518744761626,54.731560409882015,45.5509763321945,41.14076755824701,4.193114002792528
1.1,9.408144615379843,44.31224007347506,14.427870241673848,1.5857498618564605,-1.1676641556603553,20.65117664472873,26.221395536335763,0.7885025739097021,85.88563624326994,-2.9454556472931595,13.463540580736275,67.82633190098313,-0.08882961728689147,24.18803740636511,-0.36941885056959556,3.8910139151232785,52.47129161337216,39.521136980070416,11.861345444025424,44.06817677615199,-2.3778771333083415,-1.9669373069319889,30.209073558997567,0.3456331539922024,-2.310107784871071,91.23231845051949,23.97943866894267,3.0959572521032923,27.823919585470765,1.1783168587847954
1.2,1.1754094468721705,27.505278421767876,1.8483173282129122,3.3118460670177874,-2.7249106888397012,5.0971799083815315,1.9857960722903063,-2.4430000700473693,47.11530509899481,-2.667721587397523,12.696489222513167,94.29426686359042,23.49934405929949,9.99678647838245,-1.5768552512628689,3.099252729549125,20.414612281844402,42.709364553236924,61.6661823707509,9.68065535452677,-2.6598343687524677,1.2836967730021538,30.45813666051335,1.7559935525234143,0.6425678709402749,9.69934577858307,6.507655841094032,16.964193653543866,17.12104246187536,3.0629162554211264
1.3,5.304992330468554,24.723959890056157,4.039842679088155,0.4582184782420341,-2.1263766903613677,2.3733041314798218,-0.21613860166639154,-1.8956926860945047,53.06367298926695,10.997560986405427,-3.089559177264287,56.229316745771186,3.4680335776847273,20.697376851879167,2.4415376388695202,3.364213430377995,10.731339299859867,20.69094283593549,12.904549883513528,5.686460158367076,-3.1910380507935665,-0.9068995262541151,16.605986849671385,1.5005810612711943,0.021668984986524545,20.96686603265464,42.33625832654296,4.934161525765559,22.784264759025195,3.861173811899603
1.4,2.7340144486425877,3.449817332091764,-1.1087703571497332,0.8387140005225175,-2.231127932262945,3.0093909747565903,-2.77950329091017,-1.0735905731963251,48.77468212453819,-3.6503447788627055,-2.7277976967040605,4.424789789105599,0.4407662324258082,27.40471423814127,12.371575133678224,0.9073843703406267,19.496766520149333,40.34516522234319,8.38268646853915,27.190134029028826,-2.849616937160329,-1.2841269499238859,4.151814309417059,-2.355579509933201,-1.7250695870806818,2.2880713488261297,26.887367757568615,0.679454973073271,4.143563713675902,1.0090455292101757
1.5,-0.7984793965179553,8.681832645872273,5.296667296650958,0.2114353249738099,-2.711041199891368,2.1168529583834212,-0.12567363594884856,-3.8063035715566484,27.826300485547886,-2.5626401204567504,-1.743222797398889,6.018233598248167,0.3598422997836416,3.526725193474141,-2.0693291169688988,0.6736096385376051,16.87787880728904,58.33485020510087,6.433695743296101,17.217187370002268,-3.3246620837849945,-1.7263390515896813,19.854605669589763,0.1499694870865718,-1.333058544592867,4.238713253945462,12.193886105174455,1.0273875310459788,17.633895247764745,3.356570043947513
