primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9,primitive 10,primitive 11,primitive 12,primitive 13,primitive 14,primitive 15,primitive 16,primitive 17,primitive 18,primitive 19,primitive 20,primitive 21,primitive 22,primitive 23,primitive 24,primitive 25,primitive 26,primitive 27,primitive 28,primitive 29
894.5585845161559,484.9906764919556,342.1714195282327,1045.505772958413,594.2913632877602,599.057578894208,641.2111872735236,456.80461744511877,376.85071461158725,416.76801705956694,-11.710394852899705,1040.6861756677667,959.2835216156188,935.0610821044838,486.4086385955219,760.6800313323599,391.6810458382218,103.89909073548287,573.9078172882874,65.636974225491,550.6742846371004,638.6638838633013,471.9044739499406,419.64773813756955,538.1057285796323,442.8581166741901,351.12507704564047,1042.018980874614,979.3449303666937,993.6628664989876
