primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
1424.1768798828125,732.18310546875,1512.1317138671875,1517.91796875,783.0467529296875,1596.68505859375,745.0355834960938,1009.8875122070312,1596.902587890625,1141.1590576171875
