primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
973.0003051757812,1003.0140380859375,865.9261474609375,140.93289184570312,360.6043701171875,186.82391357421875,1032.915771484375,8.197182655334473,-6.248322486877441,647.6561279296875
