param scale,primitive 0,primitive 1,primitive 2,primitive 3,primitive 4,primitive 5,primitive 6,primitive 7,primitive 8,primitive 9
0.5,219.62045288085938,592.6889038085938,826.0177001953125,738.1119384765625,227.64755249023438,2288.78271484375,904.0123901367188,353.1643981933594,565.5270385742188,2270.10107421875
0.6,220.2637939453125,646.1522827148438,760.4376831054688,761.4192504882812,228.51611328125,2285.9970703125,1543.1541748046875,377.9759216308594,561.3619384765625,2239.65673828125
0.7,221.82553100585938,1593.0220947265625,853.6876220703125,943.9349365234375,229.7093505859375,2288.85009765625,2495.16943359375,408.2430725097656,686.6906127929688,2588.991455078125
0.8,221.9718475341797,1598.7882080078125,1766.141845703125,2693.2822265625,229.6405792236328,2370.28564453125,2580.938720703125,104.7529296875,1561.8787841796875,2994.205322265625
0.9,222.6827850341797,1568.3638916015625,2826.83251953125,2666.60107421875,229.3335723876953,2419.269775390625,2578.458984375,558.4080810546875,1604.28564453125,2977.552734375
1.0,221.44949340820312,1526.318603515625,3001.708740234375,2632.28125,229.09927368164062,2543.37353515625,2618.825927734375,513.5015869140625,1904.148681640625,1653.738525390625
1.1,220.91348266601562,1434.259521484375,1762.694091796875,944.3304443359375,228.7938995361328,1380.0621337890625,1674.055908203125,790.3701171875,858.2893676757812,734.8504638671875
1.2,220.89047241210938,1188.829833984375,230.0890655517578,730.2947998046875,227.1672821044922,1051.9359130859375,1467.16845703125,710.5018310546875,703.8031005859375,1638.851318359375
1.3,218.10409545898438,1036.13232421875,217.12734985351562,487.3685607910156,225.213623046875,742.357421875,1106.75048828125,405.33917236328125,489.37506103515625,474.14520263671875
1.4,215.7273406982422,1017.6222534179688,208.29794311523438,311.00885009765625,224.4186248779297,598.8982543945312,823.6442260742188,408.6037292480469,422.1101989746094,243.14352416992188
1.5,213.2925262451172,1016.4728393554688,201.64974975585938,265.9225769042969,222.18350219726562,540.7738037109375,482.4186096191406,398.2705383300781,395.40936279296875,227.51730346679688
1.6,210.80276489257812,1017.7233276367188,200.57058715820312,259.69305419921875,219.773193359375,399.6063537597656,365.03887939453125,371.19842529296875,360.18927001953125,218.94107055664062
1.7,206.8925018310547,1018.5711669921875,201.448486328125,213.1795196533203,218.2089385986328,365.82232666015625,344.15093994140625,339.0870056152344,331.2437438964844,205.6195526123047
1.8,205.431640625,97.92493438720703,207.21347045898438,168.35862731933594,214.34286499023438,327.16729736328125,308.17230224609375,314.73394775390625,305.0221862792969,193.0513458251953
1.9,205.0919189453125,98.26859283447266,216.88937377929688,172.53927612304688,206.89895629882812,300.14031982421875,308.04827880859375,307.2533264160156,300.5056457519531,187.84698486328125
2.0,205.18161010742188,99.14615631103516,226.54190063476562,173.0911865234375,200.59686279296875,303.53619384765625,296.128662109375,301.47650146484375,298.1415710449219,190.42776489257812
2.1,205.9151611328125,100.66471862792969,234.7696075439453,173.0531463623047,196.36769104003906,309.3545837402344,284.62213134765625,295.08746337890625,291.64935302734375,195.09066772460938
2.2,205.94540405273438,102.00330352783203,231.2999267578125,174.63792419433594,194.28355407714844,294.3633117675781,275.262451171875,282.33233642578125,283.7781982421875,196.7354278564453
2.3,199.96681213378906,103.66094970703125,209.5981903076172,177.35450744628906,193.6328125,289.9198303222656,264.6358337402344,278.3476867675781,277.7532653808594,199.4430694580078
2.4,192.67227172851562,106.50624084472656,198.26852416992188,176.18484497070312,193.51385498046875,278.58489990234375,257.8072509765625,272.2052917480469,273.49053955078125,203.07196044921875
